Unnamed: 0,Product,Type,Release Date,Process Size (nm),TDP (W),Die Size (mm^2),Transistors (million),Freq (MHz),Foundry,Vendor,FP16 GFLOPS,FP32 GFLOPS,FP64 GFLOPS,TDP CATEGORY,year,'Transistor Density (million per mm^2)',FP16 GFLOPS per W,FP32 GFLOPS per W,FP64 GFLOPS per W
0,AMD Athlon 64 3500+,CPU,2007-02-20,65.0,45.0,77.0,122.0,2200.0,Unknown,AMD,0.0,0.0,0.0,medium <100,2007.0,1.5844155844155845,0.0,0.0,0.0
1,AMD Athlon 200GE,CPU,2018-09-06,14.0,35.0,192.0,4800.0,3200.0,Unknown,AMD,0.0,0.0,0.0,medium <100,2018.0,25.0,0.0,0.0,0.0
2,Intel Core i5-1145G7,CPU,2020-09-02,10.0,28.0,148.0,624.0,2600.0,Intel,Intel,0.0,0.0,0.0,low<30,2020.0,4.216216216216216,0.0,0.0,0.0
3,Intel Xeon E5-2603 v2,CPU,2013-09-01,22.0,80.0,160.0,1400.0,1800.0,Intel,Intel,0.0,0.0,0.0,medium <100,2013.0,8.75,0.0,0.0,0.0
4,AMD Phenom II X4 980 BE,CPU,2011-05-03,45.0,125.0,258.0,758.0,3700.0,Unknown,AMD,0.0,0.0,0.0,high <200,2011.0,2.937984496124031,0.0,0.0,0.0
5,Intel Xeon E5-2470 v2,CPU,2013-09-01,22.0,95.0,160.0,1400.0,2400.0,Intel,Intel,0.0,0.0,0.0,medium <100,2013.0,8.75,0.0,0.0,0.0
6,AMD Phenom X4 9750 (125W),CPU,2008-03-27,65.0,125.0,285.0,450.0,2400.0,Unknown,AMD,0.0,0.0,0.0,high <200,2008.0,1.5789473684210527,0.0,0.0,0.0
7,Intel Pentium D 930,CPU,2006-01-16,65.0,130.0,140.0,376.0,3000.0,Intel,Intel,0.0,0.0,0.0,high <200,2006.0,2.6857142857142855,0.0,0.0,0.0
8,Intel Core i3-1125G4,CPU,2020-09-02,10.0,28.0,148.0,624.0,2000.0,Intel,Intel,0.0,0.0,0.0,low<30,2020.0,4.216216216216216,0.0,0.0,0.0
9,AMD Athlon 64 X2 4200+,CPU,2006-05-23,90.0,89.0,156.0,154.0,2200.0,Unknown,AMD,0.0,0.0,0.0,medium <100,2006.0,0.9871794871794872,0.0,0.0,0.0
10,AMD Sempron 2800+,CPU,2004-08-01,130.0,62.0,80.0,37.0,1992.0,Unknown,AMD,0.0,0.0,0.0,medium <100,2004.0,0.4625,0.0,0.0,0.0
11,Intel Core i7-3632QM,CPU,2012-10-19,22.0,35.0,160.0,1480.0,2200.0,Intel,Intel,0.0,0.0,0.0,medium <100,2012.0,9.25,0.0,0.0,0.0
12,AMD C-70,CPU,2012-09-01,40.0,9.0,75.0,624.0,1000.0,Unknown,AMD,0.0,0.0,0.0,low<30,2012.0,8.32,0.0,0.0,0.0
13,Intel Core i5-8269U,CPU,2018-04-05,14.0,28.0,123.0,624.0,2600.0,Intel,Intel,0.0,0.0,0.0,low<30,2018.0,5.073170731707317,0.0,0.0,0.0
14,AMD Phenom X4 9600 BE,CPU,2007-12-19,65.0,95.0,285.0,450.0,2300.0,Unknown,AMD,0.0,0.0,0.0,medium <100,2007.0,1.5789473684210527,0.0,0.0,0.0
15,Intel Pentium 3560Y,CPU,2013-09-01,22.0,12.0,118.0,1400.0,1200.0,Intel,Intel,0.0,0.0,0.0,low<30,2013.0,11.864406779661017,0.0,0.0,0.0
16,AMD Turion X2 Ultra ZM-84,CPU,2008-09-01,65.0,35.0,148.0,624.0,2300.0,Unknown,AMD,0.0,0.0,0.0,medium <100,2008.0,4.216216216216216,0.0,0.0,0.0
17,Intel Pentium 4 506,CPU,2005-06-01,90.0,84.0,109.0,125.0,2660.0,Intel,Intel,0.0,0.0,0.0,medium <100,2005.0,1.146788990825688,0.0,0.0,0.0
18,Intel Xeon E5-2430 v2,CPU,2013-09-01,22.0,80.0,160.0,1400.0,2500.0,Intel,Intel,0.0,0.0,0.0,medium <100,2013.0,8.75,0.0,0.0,0.0
19,AMD Athlon 64 X2 4800+,CPU,2006-05-23,90.0,110.0,199.0,233.0,2400.0,Unknown,AMD,0.0,0.0,0.0,high <200,2006.0,1.170854271356784,0.0,0.0,0.0
20,Intel Core i5-3427U,CPU,2012-06-01,22.0,17.0,118.0,624.0,1800.0,Intel,Intel,0.0,0.0,0.0,low<30,2012.0,5.288135593220339,0.0,0.0,0.0
21,AMD Opteron 148 HE,CPU,2004-12-01,90.0,55.0,148.0,106.0,2200.0,Unknown,AMD,0.0,0.0,0.0,medium <100,2004.0,0.7162162162162162,0.0,0.0,0.0
22,AMD Athlon 1100,CPU,2000-08-14,180.0,60.0,120.0,37.0,1100.0,Unknown,AMD,0.0,0.0,0.0,medium <100,2000.0,0.30833333333333335,0.0,0.0,0.0
23,Intel Core i7-975,CPU,2009-06-02,45.0,130.0,263.0,731.0,3333.0,Intel,Intel,0.0,0.0,0.0,high <200,2009.0,2.779467680608365,0.0,0.0,0.0
24,AMD Athlon 64 3500+,CPU,2001-01-01,90.0,67.0,115.0,105.0,2200.0,Unknown,AMD,0.0,0.0,0.0,medium <100,2001.0,0.9130434782608695,0.0,0.0,0.0
25,Intel Pentium 4 HT 672,CPU,2005-11-14,90.0,84.0,109.0,169.0,3800.0,Intel,Intel,0.0,0.0,0.0,medium <100,2005.0,1.5504587155963303,0.0,0.0,0.0
26,Intel Pentium D 830,CPU,2005-05-26,90.0,130.0,206.0,169.0,3000.0,Intel,Intel,0.0,0.0,0.0,high <200,2005.0,0.8203883495145631,0.0,0.0,0.0
27,AMD EPYC 7371,CPU,2018-11-16,14.0,170.0,213.0,4800.0,3100.0,GF,AMD,0.0,0.0,0.0,high <200,2018.0,22.535211267605632,0.0,0.0,0.0
28,Intel Pentium 4 HT 550,CPU,2004-06-21,90.0,115.0,109.0,125.0,3400.0,Intel,Intel,0.0,0.0,0.0,high <200,2004.0,1.146788990825688,0.0,0.0,0.0
29,Intel Pentium III 1266S,CPU,2001-07-01,130.0,30.0,80.0,44.0,1266.0,Intel,Intel,0.0,0.0,0.0,low<30,2001.0,0.55,0.0,0.0,0.0
30,AMD Sempron 140,CPU,2009-07-22,45.0,45.0,117.0,234.0,2700.0,Unknown,AMD,0.0,0.0,0.0,medium <100,2009.0,2.0,0.0,0.0,0.0
31,AMD EPYC 7501,CPU,2017-06-29,14.0,170.0,213.0,4800.0,2000.0,GF,AMD,0.0,0.0,0.0,high <200,2017.0,22.535211267605632,0.0,0.0,0.0
32,Intel Atom E680,CPU,2010-09-14,45.0,4.0,26.0,47.0,1600.0,Intel,Intel,0.0,0.0,0.0,low<30,2010.0,1.8076923076923077,0.0,0.0,0.0
33,Intel Xeon E5-2690 v2,CPU,2013-09-01,22.0,130.0,160.0,1400.0,3000.0,Intel,Intel,0.0,0.0,0.0,high <200,2013.0,8.75,0.0,0.0,0.0
34,Intel Xeon Platinum 8380,CPU,2021-04-06,10.0,270.0,148.0,624.0,2300.0,Intel,Intel,0.0,0.0,0.0,,2021.0,4.216216216216216,0.0,0.0,0.0
35,Intel Xeon Phi 7120A,CPU,2014-04-06,22.0,300.0,350.0,5000.0,1238.0,Intel,Intel,0.0,0.0,0.0,,2014.0,14.285714285714286,0.0,0.0,0.0
36,Intel Core i3-8020,CPU,2018-09-01,14.0,65.0,148.0,624.0,3700.0,Intel,Intel,0.0,0.0,0.0,medium <100,2018.0,4.216216216216216,0.0,0.0,0.0
37,Intel Atom S1220,CPU,2012-12-11,32.0,8.0,148.0,624.0,1600.0,Intel,Intel,0.0,0.0,0.0,low<30,2012.0,4.216216216216216,0.0,0.0,0.0
38,AMD Phenom X4 9600,CPU,2007-11-19,65.0,95.0,285.0,450.0,2300.0,Unknown,AMD,0.0,0.0,0.0,medium <100,2007.0,1.5789473684210527,0.0,0.0,0.0
39,Intel Core i3-2330M,CPU,2011-06-01,32.0,35.0,149.0,624.0,2200.0,Intel,Intel,0.0,0.0,0.0,medium <100,2011.0,4.1879194630872485,0.0,0.0,0.0
40,AMD Opteron X2 180,CPU,2005-09-26,90.0,110.0,148.0,233.0,2400.0,Unknown,AMD,0.0,0.0,0.0,high <200,2005.0,1.5743243243243243,0.0,0.0,0.0
41,AMD E2-3200,CPU,2011-09-07,32.0,65.0,228.0,1178.0,2400.0,Unknown,AMD,0.0,0.0,0.0,medium <100,2011.0,5.166666666666667,0.0,0.0,0.0
42,AMD Turion 64 MT-34,CPU,2005-03-10,90.0,25.0,125.0,114.0,1800.0,Unknown,AMD,0.0,0.0,0.0,low<30,2005.0,0.912,0.0,0.0,0.0
43,Intel Pentium III  866,CPU,2001-06-01,180.0,38.0,80.0,44.0,866.0,Intel,Intel,0.0,0.0,0.0,medium <100,2001.0,0.55,0.0,0.0,0.0
44,Intel Core 2 Quad Q9550S,CPU,2009-01-27,45.0,65.0,107.0,820.0,2833.0,Intel,Intel,0.0,0.0,0.0,medium <100,2009.0,7.663551401869159,0.0,0.0,0.0
45,Intel Core i7-4500U,CPU,2013-06-04,22.0,15.0,118.0,1300.0,1800.0,Intel,Intel,0.0,0.0,0.0,low<30,2013.0,11.016949152542374,0.0,0.0,0.0
46,AMD Opteron X2 185,CPU,2006-03-06,90.0,110.0,148.0,233.0,2600.0,Unknown,AMD,0.0,0.0,0.0,high <200,2006.0,1.5743243243243243,0.0,0.0,0.0
47,Intel Core i3-8300,CPU,2018-02-14,14.0,62.0,148.0,624.0,3700.0,Intel,Intel,0.0,0.0,0.0,medium <100,2018.0,4.216216216216216,0.0,0.0,0.0
48,AMD Ryzen 5 1400,CPU,2017-04-11,14.0,65.0,192.0,4800.0,3200.0,GF,AMD,0.0,0.0,0.0,medium <100,2017.0,25.0,0.0,0.0,0.0
49,AMD A4-3300M,CPU,2011-06-14,32.0,35.0,228.0,1178.0,1900.0,Unknown,AMD,0.0,0.0,0.0,medium <100,2011.0,5.166666666666667,0.0,0.0,0.0
50,Intel Xeon 3.20,CPU,2003-10-06,130.0,97.0,237.0,286.0,3200.0,Intel,Intel,0.0,0.0,0.0,medium <100,2003.0,1.2067510548523206,0.0,0.0,0.0
51,AMD Opteron 848,CPU,2004-12-01,90.0,85.0,148.0,106.0,2200.0,Unknown,AMD,0.0,0.0,0.0,medium <100,2004.0,0.7162162162162162,0.0,0.0,0.0
52,Intel Core 2 Extreme QX6700,CPU,2006-11-01,65.0,130.0,143.0,582.0,2666.0,Intel,Intel,0.0,0.0,0.0,high <200,2006.0,4.06993006993007,0.0,0.0,0.0
53,Intel Pentium Gold G6405T,CPU,2021-03-16,14.0,35.0,148.0,624.0,3500.0,Intel,Intel,0.0,0.0,0.0,medium <100,2021.0,4.216216216216216,0.0,0.0,0.0
54,AMD A6-3600,CPU,2011-06-30,32.0,65.0,228.0,1178.0,2100.0,Unknown,AMD,0.0,0.0,0.0,medium <100,2011.0,5.166666666666667,0.0,0.0,0.0
55,Intel Xeon Phi 7120X,CPU,2013-06-17,22.0,300.0,350.0,5000.0,1238.0,Intel,Intel,0.0,0.0,0.0,,2013.0,14.285714285714286,0.0,0.0,0.0
56,Intel Core i9-10900K,CPU,2020-04-30,14.0,125.0,206.0,624.0,3700.0,Intel,Intel,0.0,0.0,0.0,high <200,2020.0,3.029126213592233,0.0,0.0,0.0
57,Intel Pentium 2129Y,CPU,2012-09-01,22.0,10.0,118.0,1400.0,1100.0,Intel,Intel,0.0,0.0,0.0,low<30,2012.0,11.864406779661017,0.0,0.0,0.0
58,AMD Athlon 64 X2 5600+,CPU,2006-12-12,90.0,89.0,220.0,227.0,2800.0,Unknown,AMD,0.0,0.0,0.0,medium <100,2006.0,1.0318181818181817,0.0,0.0,0.0
59,AMD Athlon II X4 640,CPU,2010-05-11,45.0,95.0,169.0,300.0,3000.0,Unknown,AMD,0.0,0.0,0.0,medium <100,2010.0,1.7751479289940828,0.0,0.0,0.0
60,Intel Atom Z515,CPU,2009-04-08,45.0,1.0,26.0,47.0,1200.0,Intel,Intel,0.0,0.0,0.0,low<30,2009.0,1.8076923076923077,0.0,0.0,0.0
61,AMD EPYC 7302,CPU,2019-08-07,7.0,155.0,74.0,3800.0,3000.0,TSMC,AMD,0.0,0.0,0.0,high <200,2019.0,51.351351351351354,0.0,0.0,0.0
62,Intel Celeron 3205U,CPU,2015-03-01,14.0,15.0,148.0,624.0,1500.0,Intel,Intel,0.0,0.0,0.0,low<30,2015.0,4.216216216216216,0.0,0.0,0.0
63,Intel Core i3-10305T,CPU,2021-03-16,14.0,35.0,148.0,624.0,3000.0,Intel,Intel,0.0,0.0,0.0,medium <100,2021.0,4.216216216216216,0.0,0.0,0.0
64,AMD Ryzen 9 5900HX,CPU,2021-01-12,7.0,45.0,156.0,9800.0,3300.0,TSMC,AMD,0.0,0.0,0.0,medium <100,2021.0,62.82051282051282,0.0,0.0,0.0
65,AMD EPYC 7502,CPU,2019-08-07,7.0,180.0,74.0,3800.0,2500.0,TSMC,AMD,0.0,0.0,0.0,high <200,2019.0,51.351351351351354,0.0,0.0,0.0
66,AMD Athlon 64 4000+,CPU,2007-02-20,90.0,62.0,230.0,227.0,2600.0,Unknown,AMD,0.0,0.0,0.0,medium <100,2007.0,0.9869565217391304,0.0,0.0,0.0
67,Intel Pentium III 1400S,CPU,2002-01-08,130.0,32.0,80.0,44.0,1400.0,Intel,Intel,0.0,0.0,0.0,medium <100,2002.0,0.55,0.0,0.0,0.0
69,AMD Mobile Athlon 64 3400+,CPU,2005-08-01,130.0,82.0,193.0,106.0,2200.0,Unknown,AMD,0.0,0.0,0.0,medium <100,2005.0,0.5492227979274611,0.0,0.0,0.0
70,Intel Xeon E5-2620 v2,CPU,2013-09-01,22.0,80.0,160.0,1400.0,2100.0,Intel,Intel,0.0,0.0,0.0,medium <100,2013.0,8.75,0.0,0.0,0.0
71,Intel Core i9-10850K,CPU,2020-07-27,14.0,125.0,206.0,624.0,3600.0,Intel,Intel,0.0,0.0,0.0,high <200,2020.0,3.029126213592233,0.0,0.0,0.0
72,Intel Core i5-11600,CPU,2021-03-16,14.0,65.0,148.0,624.0,2800.0,Intel,Intel,0.0,0.0,0.0,medium <100,2021.0,4.216216216216216,0.0,0.0,0.0
73,Intel Core i7-3555LE,CPU,2012-06-03,22.0,25.0,118.0,624.0,2500.0,Intel,Intel,0.0,0.0,0.0,low<30,2012.0,5.288135593220339,0.0,0.0,0.0
74,Intel Xeon E3-1220L v2,CPU,2012-05-14,22.0,17.0,148.0,624.0,2300.0,Intel,Intel,0.0,0.0,0.0,low<30,2012.0,4.216216216216216,0.0,0.0,0.0
75,Intel Core i3-8130U,CPU,2018-02-13,14.0,15.0,123.0,624.0,2400.0,Intel,Intel,0.0,0.0,0.0,low<30,2018.0,5.073170731707317,0.0,0.0,0.0
76,Intel Xeon Platinum 8260,CPU,2018-12-11,14.0,165.0,148.0,8000.0,2400.0,Intel,Intel,0.0,0.0,0.0,high <200,2018.0,54.054054054054056,0.0,0.0,0.0
77,AMD Athlon 64 3500+,CPU,2005-05-31,90.0,67.0,156.0,154.0,2200.0,Unknown,AMD,0.0,0.0,0.0,medium <100,2005.0,0.9871794871794872,0.0,0.0,0.0
78,AMD Ryzen 9 5950X,CPU,2020-11-05,7.0,105.0,148.0,624.0,3400.0,TSMC,AMD,0.0,0.0,0.0,high <200,2020.0,4.216216216216216,0.0,0.0,0.0
79,Intel Atom N2600,CPU,2011-12-01,32.0,4.0,66.0,176.0,1600.0,Intel,Intel,0.0,0.0,0.0,low<30,2011.0,2.6666666666666665,0.0,0.0,0.0
80,Intel Xeon Platinum 8352M,CPU,2021-04-06,10.0,185.0,148.0,624.0,2300.0,Intel,Intel,0.0,0.0,0.0,high <200,2021.0,4.216216216216216,0.0,0.0,0.0
81,AMD EPYC 7763,CPU,2021-03-15,7.0,280.0,148.0,624.0,2450.0,TSMC,AMD,0.0,0.0,0.0,,2021.0,4.216216216216216,0.0,0.0,0.0
82,Intel Core i7-8809G,CPU,2018-02-01,14.0,65.0,148.0,624.0,3100.0,Intel,Intel,0.0,0.0,0.0,medium <100,2018.0,4.216216216216216,0.0,0.0,0.0
83,AMD Ryzen Threadripper PRO 3955WX,CPU,2020-07-14,7.0,280.0,74.0,3800.0,3900.0,TSMC,AMD,0.0,0.0,0.0,,2020.0,51.351351351351354,0.0,0.0,0.0
84,Intel Celeron 2980U,CPU,2013-09-01,22.0,15.0,118.0,1400.0,1600.0,Intel,Intel,0.0,0.0,0.0,low<30,2013.0,11.864406779661017,0.0,0.0,0.0
85,AMD Athlon 64 X2 4000+,CPU,2006-05-23,90.0,89.0,220.0,154.0,2000.0,Unknown,AMD,0.0,0.0,0.0,medium <100,2006.0,0.7,0.0,0.0,0.0
86,Intel Xeon E5-2630L v2,CPU,2013-09-01,22.0,60.0,160.0,1400.0,2400.0,Intel,Intel,0.0,0.0,0.0,medium <100,2013.0,8.75,0.0,0.0,0.0
87,Intel Core i5-3570,CPU,2012-06-01,22.0,77.0,133.0,624.0,3400.0,Intel,Intel,0.0,0.0,0.0,medium <100,2012.0,4.69172932330827,0.0,0.0,0.0
88,AMD Ryzen 7 3750H,CPU,2019-01-06,12.0,35.0,210.0,4940.0,2300.0,GF,AMD,0.0,0.0,0.0,medium <100,2019.0,23.523809523809526,0.0,0.0,0.0
89,Intel A110,CPU,2007-06-01,90.0,3.0,66.0,176.0,800.0,Intel,Intel,0.0,0.0,0.0,low<30,2007.0,2.6666666666666665,0.0,0.0,0.0
90,AMD Ryzen 5 5500U,CPU,2021-01-12,7.0,25.0,156.0,9800.0,2100.0,TSMC,AMD,0.0,0.0,0.0,low<30,2021.0,62.82051282051282,0.0,0.0,0.0
91,Intel Core i9-10800F,CPU,2020-04-30,14.0,65.0,148.0,624.0,2700.0,Intel,Intel,0.0,0.0,0.0,medium <100,2020.0,4.216216216216216,0.0,0.0,0.0
92,Intel Xeon MP 3.50,CPU,2005-03-29,90.0,135.0,148.0,624.0,3500.0,Intel,Intel,0.0,0.0,0.0,high <200,2005.0,4.216216216216216,0.0,0.0,0.0
93,Intel Core i3-10110U,CPU,2019-08-21,14.0,25.0,148.0,624.0,2100.0,Intel,Intel,0.0,0.0,0.0,low<30,2019.0,4.216216216216216,0.0,0.0,0.0
94,Intel Core i3-10305,CPU,2021-03-16,14.0,65.0,148.0,624.0,3800.0,Intel,Intel,0.0,0.0,0.0,medium <100,2021.0,4.216216216216216,0.0,0.0,0.0
95,Intel Core Solo T1350,CPU,2006-01-05,65.0,27.0,90.0,151.0,1866.0,Intel,Intel,0.0,0.0,0.0,low<30,2006.0,1.6777777777777778,0.0,0.0,0.0
96,AMD A4-5300B,CPU,2012-10-02,32.0,65.0,246.0,1178.0,3400.0,Unknown,AMD,0.0,0.0,0.0,medium <100,2012.0,4.788617886178862,0.0,0.0,0.0
97,Intel Core Duo T2600,CPU,2006-01-05,65.0,31.0,90.0,151.0,2166.0,Intel,Intel,0.0,0.0,0.0,medium <100,2006.0,1.6777777777777778,0.0,0.0,0.0
98,Intel Pentium G4500,CPU,2015-09-01,14.0,51.0,150.0,1400.0,3500.0,Intel,Intel,0.0,0.0,0.0,medium <100,2015.0,9.333333333333334,0.0,0.0,0.0
99,AMD A8-5600K,CPU,2012-10-02,32.0,100.0,246.0,1178.0,3600.0,Unknown,AMD,0.0,0.0,0.0,medium <100,2012.0,4.788617886178862,0.0,0.0,0.0
100,AMD Athlon XP 2600+,CPU,2002-10-01,130.0,68.0,80.0,37.0,2133.0,Unknown,AMD,0.0,0.0,0.0,medium <100,2002.0,0.4625,0.0,0.0,0.0
101,AMD Athlon 64 3000+,CPU,2003-12-15,130.0,89.0,193.0,69.0,2000.0,Unknown,AMD,0.0,0.0,0.0,medium <100,2003.0,0.35751295336787564,0.0,0.0,0.0
102,Intel Pentium D 945,CPU,2006-07-23,65.0,95.0,140.0,376.0,3400.0,Intel,Intel,0.0,0.0,0.0,medium <100,2006.0,2.6857142857142855,0.0,0.0,0.0
103,Intel Celeron B800,CPU,2011-06-19,32.0,35.0,131.0,504.0,1500.0,Intel,Intel,0.0,0.0,0.0,medium <100,2011.0,3.8473282442748094,0.0,0.0,0.0
104,Intel Atom E665C,CPU,2010-11-22,45.0,4.0,26.0,47.0,1300.0,Intel,Intel,0.0,0.0,0.0,low<30,2010.0,1.8076923076923077,0.0,0.0,0.0
105,AMD E1-2150,CPU,2014-02-01,32.0,9.0,246.0,1178.0,1050.0,Unknown,AMD,0.0,0.0,0.0,low<30,2014.0,4.788617886178862,0.0,0.0,0.0
106,Intel Core i5-10210U,CPU,2019-08-21,14.0,25.0,148.0,624.0,1600.0,Intel,Intel,0.0,0.0,0.0,low<30,2019.0,4.216216216216216,0.0,0.0,0.0
107,AMD Athlon Gold 3150G,CPU,2020-07-21,12.0,65.0,148.0,624.0,3500.0,GF,AMD,0.0,0.0,0.0,medium <100,2020.0,4.216216216216216,0.0,0.0,0.0
108,Intel Celeron 2.70,CPU,2003-09-24,130.0,73.0,146.0,55.0,2700.0,Intel,Intel,0.0,0.0,0.0,medium <100,2003.0,0.3767123287671233,0.0,0.0,0.0
109,Intel Xeon Gold 5318N,CPU,2021-04-06,10.0,150.0,148.0,624.0,2100.0,Intel,Intel,0.0,0.0,0.0,high <200,2021.0,4.216216216216216,0.0,0.0,0.0
110,AMD Athlon 64 3500+,CPU,2007-02-20,90.0,62.0,230.0,227.0,2200.0,Unknown,AMD,0.0,0.0,0.0,medium <100,2007.0,0.9869565217391304,0.0,0.0,0.0
111,AMD Sempron 3400+ EE SFF,CPU,2006-05-23,90.0,35.0,103.0,81.0,1800.0,Unknown,AMD,0.0,0.0,0.0,medium <100,2006.0,0.7864077669902912,0.0,0.0,0.0
112,Intel Core i7-3525M,CPU,2012-11-01,22.0,35.0,160.0,1480.0,2900.0,Intel,Intel,0.0,0.0,0.0,medium <100,2012.0,9.25,0.0,0.0,0.0
113,AMD A6-3410MX,CPU,2011-06-14,32.0,45.0,228.0,1178.0,1600.0,Unknown,AMD,0.0,0.0,0.0,medium <100,2011.0,5.166666666666667,0.0,0.0,0.0
114,Intel Core i5-450M,CPU,2010-09-26,32.0,35.0,81.0,382.0,2400.0,Intel,Intel,0.0,0.0,0.0,medium <100,2010.0,4.716049382716049,0.0,0.0,0.0
115,AMD Opteron A1150,CPU,2016-01-14,28.0,32.0,148.0,624.0,1700.0,Unknown,AMD,0.0,0.0,0.0,medium <100,2016.0,4.216216216216216,0.0,0.0,0.0
116,Intel Pentium G3430,CPU,2013-09-01,22.0,54.0,177.0,1400.0,3300.0,Intel,Intel,0.0,0.0,0.0,medium <100,2013.0,7.909604519774011,0.0,0.0,0.0
117,Intel Core i7-10610U,CPU,2020-04-02,14.0,25.0,148.0,624.0,1800.0,Intel,Intel,0.0,0.0,0.0,low<30,2020.0,4.216216216216216,0.0,0.0,0.0
118,Intel Core i5-4210U,CPU,2014-04-14,22.0,15.0,118.0,1400.0,1700.0,Intel,Intel,0.0,0.0,0.0,low<30,2014.0,11.864406779661017,0.0,0.0,0.0
119,Intel Core 2 Duo E6420,CPU,2007-04-01,65.0,65.0,111.0,167.0,2133.0,Intel,Intel,0.0,0.0,0.0,medium <100,2007.0,1.5045045045045045,0.0,0.0,0.0
120,AMD Athlon XP 1900+,CPU,2001-11-05,180.0,68.0,150.0,37.0,1600.0,Unknown,AMD,0.0,0.0,0.0,medium <100,2001.0,0.24666666666666667,0.0,0.0,0.0
121,Intel Pentium III 1400,CPU,2001-12-01,130.0,31.0,80.0,44.0,1400.0,Intel,Intel,0.0,0.0,0.0,medium <100,2001.0,0.55,0.0,0.0,0.0
122,AMD Athlon 64 3000+,CPU,2005-04-14,130.0,62.0,148.0,105.0,1800.0,Unknown,AMD,0.0,0.0,0.0,medium <100,2005.0,0.7094594594594594,0.0,0.0,0.0
123,Intel Xeon E3-1290 v2,CPU,2012-05-14,22.0,87.0,160.0,1400.0,3700.0,Intel,Intel,0.0,0.0,0.0,medium <100,2012.0,8.75,0.0,0.0,0.0
124,AMD Phenom X3 8550,CPU,2008-04-23,65.0,95.0,285.0,450.0,2200.0,Unknown,AMD,0.0,0.0,0.0,medium <100,2008.0,1.5789473684210527,0.0,0.0,0.0
125,Intel Core i5-8600K,CPU,2017-10-05,14.0,95.0,148.0,624.0,3600.0,Intel,Intel,0.0,0.0,0.0,medium <100,2017.0,4.216216216216216,0.0,0.0,0.0
126,Intel Xeon Platinum 8356H,CPU,2021-04-06,14.0,190.0,148.0,624.0,3900.0,Intel,Intel,0.0,0.0,0.0,high <200,2021.0,4.216216216216216,0.0,0.0,0.0
127,AMD Athlon XP 2200+,CPU,2002-06-10,130.0,68.0,80.0,37.0,1800.0,Unknown,AMD,0.0,0.0,0.0,medium <100,2002.0,0.4625,0.0,0.0,0.0
128,AMD Athlon Silver PRO 3125GE,CPU,2020-07-21,12.0,35.0,148.0,624.0,3400.0,GF,AMD,0.0,0.0,0.0,medium <100,2020.0,4.216216216216216,0.0,0.0,0.0
129,Intel Mobile Pentium 4 HT 538,CPU,2004-06-01,90.0,88.0,112.0,125.0,3200.0,Intel,Intel,0.0,0.0,0.0,medium <100,2004.0,1.1160714285714286,0.0,0.0,0.0
130,Intel Core i7-8700,CPU,2018-01-01,14.0,65.0,154.0,624.0,3200.0,Intel,Intel,0.0,0.0,0.0,medium <100,2018.0,4.0519480519480515,0.0,0.0,0.0
131,Intel Pentium Dual-Core E2220,CPU,2008-03-02,65.0,65.0,77.0,105.0,2400.0,Intel,Intel,0.0,0.0,0.0,medium <100,2008.0,1.3636363636363635,0.0,0.0,0.0
132,AMD Ryzen 5 4600U,CPU,2020-01-06,7.0,25.0,156.0,9800.0,2100.0,TSMC,AMD,0.0,0.0,0.0,low<30,2020.0,62.82051282051282,0.0,0.0,0.0
133,AMD Ryzen Threadripper 2970WX,CPU,2018-10-02,12.0,250.0,213.0,19200.0,3000.0,GF,AMD,0.0,0.0,0.0,,2018.0,90.14084507042253,0.0,0.0,0.0
134,AMD Opteron X2 875 HE,CPU,2006-02-01,90.0,55.0,148.0,233.0,2200.0,Unknown,AMD,0.0,0.0,0.0,medium <100,2006.0,1.5743243243243243,0.0,0.0,0.0
135,Intel Atom Z605,CPU,2010-05-04,45.0,2.0,65.0,140.0,1000.0,Intel,Intel,0.0,0.0,0.0,low<30,2010.0,2.1538461538461537,0.0,0.0,0.0
136,Intel Xeon Platinum 8351N,CPU,2021-04-06,10.0,225.0,148.0,624.0,2400.0,Intel,Intel,0.0,0.0,0.0,,2021.0,4.216216216216216,0.0,0.0,0.0
137,Intel Atom N475,CPU,2010-06-01,45.0,7.0,66.0,123.0,1834.0,Intel,Intel,0.0,0.0,0.0,low<30,2010.0,1.8636363636363635,0.0,0.0,0.0
138,Intel Core i5-3350P,CPU,2012-09-03,22.0,69.0,133.0,624.0,3100.0,Intel,Intel,0.0,0.0,0.0,medium <100,2012.0,4.69172932330827,0.0,0.0,0.0
139,Intel Xeon E5-1660 v2,CPU,2013-09-01,22.0,130.0,160.0,1400.0,3700.0,Intel,Intel,0.0,0.0,0.0,high <200,2013.0,8.75,0.0,0.0,0.0
140,AMD Sempron 3300+,CPU,2005-07-15,90.0,62.0,148.0,69.0,2000.0,Unknown,AMD,0.0,0.0,0.0,medium <100,2005.0,0.46621621621621623,0.0,0.0,0.0
141,AMD Ryzen 5 PRO 2600,CPU,2018-09-19,12.0,65.0,192.0,4800.0,3400.0,GF,AMD,0.0,0.0,0.0,medium <100,2018.0,25.0,0.0,0.0,0.0
142,AMD Phenom X4 9450e,CPU,2008-10-01,65.0,65.0,285.0,450.0,2100.0,Unknown,AMD,0.0,0.0,0.0,medium <100,2008.0,1.5789473684210527,0.0,0.0,0.0
