Unnamed: 0,Product,Type,Release Date,Process Size (nm),TDP (W),Die Size (mm^2),Transistors (million),Freq (MHz),Foundry,Vendor,FP16 GFLOPS,FP32 GFLOPS,FP64 GFLOPS,TDP CATEGORY,year,'Transistor Density (million per mm^2)',FP16 GFLOPS per W,FP32 GFLOPS per W,FP64 GFLOPS per W
3468,AMD Radeon 540X Mobile,GPU,2019-02-11,14.0,50.0,103.0,2200.0,980.0,GF,AMD,1121.0,1121.0,70.08,medium <100,2019.0,21.359223300970875,22.42,22.42,1.4016
3469,AMD Radeon R5 Graphics,GPU,2017-09-05,28.0,15.0,125.0,1200.0,200.0,GF,AMD,691.2,691.2,345.6,low<30,2017.0,9.6,46.080000000000005,46.080000000000005,23.040000000000003
3470,NVIDIA GeForce 720M,GPU,2013-04-01,28.0,33.0,116.0,585.0,625.0,TSMC,NVIDIA,0.0,240.0,20.0,medium <100,2013.0,5.043103448275862,0.0,7.2727272727272725,0.6060606060606061
3471,ATI Mobility Radeon X1400,GPU,2006-01-19,90.0,65.0,100.0,107.0,445.0,TSMC,ATI,0.0,0.0,0.0,,2006.0,1.07,0.0,0.0,0.0
3472,ATI Mobility Radeon X2500,GPU,2007-06-01,90.0,65.0,150.0,157.0,460.0,TSMC,ATI,0.0,0.0,0.0,,2007.0,1.0466666666666666,0.0,0.0,0.0
3473,NVIDIA GeForce 6600 LE AGP,GPU,2005-01-01,110.0,65.0,154.0,146.0,300.0,TSMC,NVIDIA,0.0,0.0,0.0,,2005.0,0.948051948051948,0.0,0.0,0.0
3474,AMD Radeon RX 580,GPU,2017-04-18,14.0,185.0,232.0,5700.0,1257.0,GF,AMD,6175.0,6175.0,385.9,high <200,2017.0,24.56896551724138,33.37837837837838,33.37837837837838,2.0859459459459457
3475,AMD Radeon HD 6930,GPU,2011-12-01,40.0,186.0,389.0,2640.0,750.0,TSMC,AMD,0.0,1920.0,480.0,high <200,2011.0,6.786632390745501,0.0,10.32258064516129,2.5806451612903225
3476,NVIDIA GeForce GTX 1650 TU106,GPU,2020-06-18,12.0,90.0,445.0,10800.0,1410.0,TSMC,NVIDIA,5699.0,2849.0,89.04,medium <100,2020.0,24.269662921348313,63.32222222222222,31.655555555555555,0.9893333333333334
3477,AMD Radeon R5 Mobile Graphics,GPU,2014-06-14,28.0,15.0,107.0,930.0,800.0,GF,AMD,0.0,204.8,12.8,low<30,2014.0,8.69158878504673,0.0,13.653333333333334,0.8533333333333334
3478,NVIDIA GeForce GTX 970M,GPU,2014-10-07,28.0,65.0,398.0,5200.0,924.0,TSMC,NVIDIA,0.0,2657.0,83.04,,2014.0,13.06532663316583,0.0,40.87692307692308,1.2775384615384617
3479,Intel UHD Graphics 617,GPU,2018-11-07,14.0,15.0,148.0,624.0,300.0,Intel,Intel,806.4,403.2,100.8,low<30,2018.0,4.216216216216216,53.76,26.88,6.72
3480,NVIDIA GeForce2 Go 100,GPU,2001-02-06,180.0,2.0,64.0,20.0,125.0,TSMC,NVIDIA,0.0,0.0,0.0,low<30,2001.0,0.3125,0.0,0.0,0.0
3481,Intel HD Graphics 530,GPU,2015-09-01,14.0,15.0,123.0,624.0,350.0,Intel,Intel,729.6,364.8,91.2,low<30,2015.0,5.073170731707317,48.64,24.32,6.08
3482,Intel UHD Graphics 620,GPU,2018-08-28,14.0,15.0,148.0,624.0,300.0,Intel,Intel,768.0,384.0,96.0,low<30,2018.0,4.216216216216216,51.2,25.6,6.4
3484,NVIDIA Tesla K40d,GPU,2013-11-22,28.0,245.0,561.0,7080.0,745.0,TSMC,NVIDIA,0.0,5046.0,1682.0,,2013.0,12.620320855614974,0.0,20.59591836734694,6.865306122448979
3485,ATI FireGL 9700 X1-256p,GPU,2002-07-01,150.0,37.0,215.0,110.0,324.0,TSMC,ATI,0.0,0.0,0.0,medium <100,2002.0,0.5116279069767442,0.0,0.0,0.0
3486,ATI Radeon SDR,GPU,2000-06-01,180.0,23.0,115.0,30.0,166.0,TSMC,ATI,0.0,0.0,0.0,low<30,2000.0,0.2608695652173913,0.0,0.0,0.0
3487,AMD Radeon Pro VII,GPU,2020-05-13,7.0,250.0,331.0,13230.0,1400.0,TSMC,AMD,26110.0,13060.0,6528.0,,2020.0,39.96978851963746,104.44,52.24,26.112
3488,NVIDIA Quadro K1100M,GPU,2013-07-23,28.0,45.0,118.0,1270.0,706.0,TSMC,NVIDIA,0.0,542.2,22.59,medium <100,2013.0,10.76271186440678,0.0,12.04888888888889,0.502
3489,ATI Mobility Radeon HD 4670,GPU,2009-01-09,55.0,35.0,146.0,514.0,675.0,TSMC,ATI,0.0,432.0,0.0,medium <100,2009.0,3.5205479452054793,0.0,12.342857142857143,0.0
3490,AMD FirePro R5000,GPU,2013-02-25,28.0,150.0,212.0,2800.0,825.0,TSMC,AMD,0.0,1267.0,79.2,high <200,2013.0,13.20754716981132,0.0,8.446666666666667,0.528
3491,Intel UHD Graphics,GPU,2019-08-21,14.0,15.0,148.0,624.0,300.0,Intel,Intel,691.2,345.6,86.4,low<30,2019.0,4.216216216216216,46.080000000000005,23.040000000000003,5.760000000000001
3492,NVIDIA Tesla K40c,GPU,2013-10-08,28.0,245.0,561.0,7080.0,745.0,TSMC,NVIDIA,0.0,5046.0,1682.0,,2013.0,12.620320855614974,0.0,20.59591836734694,6.865306122448979
3493,ATI Radeon X1900 XT,GPU,2006-01-01,90.0,100.0,352.0,384.0,625.0,TSMC,ATI,0.0,0.0,0.0,medium <100,2006.0,1.0909090909090908,0.0,0.0,0.0
3494,AMD Radeon 620 Mobile,GPU,2019-05-13,28.0,50.0,125.0,1550.0,730.0,TSMC,AMD,786.4,786.4,49.15,medium <100,2019.0,12.4,15.728,15.728,0.983
3495,Intel GMA 3000,GPU,2006-07-01,90.0,13.0,148.0,624.0,400.0,Intel,Intel,0.0,0.0,0.0,low<30,2006.0,4.216216216216216,0.0,0.0,0.0
3496,NVIDIA GeForce GT 730,GPU,2014-06-18,40.0,49.0,116.0,585.0,700.0,TSMC,NVIDIA,0.0,268.8,22.4,medium <100,2014.0,5.043103448275862,0.0,5.485714285714286,0.45714285714285713
3497,Intel Iris Xe Graphics G4,GPU,2020-09-02,10.0,15.0,146.0,624.0,300.0,Intel,Intel,1690.0,844.8,211.2,low<30,2020.0,4.273972602739726,112.66666666666667,56.32,14.08
3498,ATI Mobility Radeon 7000 IGP,GPU,2003-03-01,180.0,65.0,97.0,30.0,183.0,Unknown,ATI,0.0,0.0,0.0,,2003.0,0.30927835051546393,0.0,0.0,0.0
3499,ATI FireGL 9800 X2-256,GPU,2003-03-01,150.0,65.0,218.0,117.0,380.0,TSMC,ATI,0.0,0.0,0.0,,2003.0,0.536697247706422,0.0,0.0,0.0
3500,ATI Radeon 7200 64 MB,GPU,2000-04-01,180.0,23.0,111.0,30.0,166.0,TSMC,ATI,0.0,0.0,0.0,low<30,2000.0,0.2702702702702703,0.0,0.0,0.0
3501,ATI Radeon HD 3650 AGP,GPU,2008-01-23,55.0,65.0,135.0,378.0,725.0,TSMC,ATI,0.0,174.0,0.0,medium <100,2008.0,2.8,0.0,2.6769230769230767,0.0
3502,3dfx Voodoo4 4500 PCI,GPU,2000-10-13,250.0,15.0,112.0,14.0,166.0,TSMC,Other,0.0,0.0,0.0,low<30,2000.0,0.125,0.0,0.0,0.0
3503,AMD Radeon Vega 6 Mobile,GPU,2019-01-06,14.0,15.0,210.0,4940.0,300.0,GF,AMD,1843.0,921.6,57.6,low<30,2019.0,23.523809523809526,122.86666666666666,61.440000000000005,3.8400000000000003
3504,ATI All-In-Wonder 9600 PRO,GPU,2003-04-01,130.0,65.0,76.0,60.0,398.0,TSMC,ATI,0.0,0.0,0.0,,2003.0,0.7894736842105263,0.0,0.0,0.0
3505,AMD Radeon Vega 6 Mobile,GPU,2019-01-08,14.0,15.0,210.0,4940.0,300.0,GF,AMD,1691.0,845.6,52.85,low<30,2019.0,23.523809523809526,112.73333333333333,56.373333333333335,3.5233333333333334
3506,AMD Radeon 540 Mobile,GPU,2019-03-26,14.0,50.0,103.0,2200.0,1100.0,GF,AMD,1151.0,1151.0,71.94,medium <100,2019.0,21.359223300970875,23.02,23.02,1.4387999999999999
3507,Intel i830MG Graphics,GPU,2002-01-01,150.0,65.0,148.0,624.0,100.0,Intel,Intel,0.0,0.0,0.0,,2002.0,4.216216216216216,0.0,0.0,0.0
3508,NVIDIA Quadro FX 5500 SDI,GPU,2006-04-20,90.0,104.0,196.0,278.0,650.0,TSMC,NVIDIA,0.0,0.0,0.0,high <200,2006.0,1.4183673469387754,0.0,0.0,0.0
3509,NVIDIA GeForce GT 625M,GPU,2012-10-01,28.0,15.0,116.0,585.0,625.0,TSMC,NVIDIA,0.0,240.0,20.0,low<30,2012.0,5.043103448275862,0.0,16.0,1.3333333333333333
3510,NVIDIA GeForce4 MX 460,GPU,2002-02-06,150.0,65.0,65.0,29.0,300.0,TSMC,NVIDIA,0.0,0.0,0.0,,2002.0,0.4461538461538462,0.0,0.0,0.0
3511,AMD FirePro V7900 SDI,GPU,2011-05-24,40.0,150.0,389.0,2640.0,725.0,TSMC,AMD,0.0,1856.0,464.0,high <200,2011.0,6.786632390745501,0.0,12.373333333333333,3.0933333333333333
3512,AMD Radeon R5 340 OEM,GPU,2015-05-05,28.0,65.0,77.0,950.0,730.0,TSMC,AMD,0.0,599.0,37.44,medium <100,2015.0,12.337662337662337,0.0,9.215384615384615,0.576
3513,AMD Radeon HD 6480G IGP,GPU,2011-06-14,32.0,35.0,227.0,1178.0,444.0,TSMC,AMD,0.0,213.1,0.0,medium <100,2011.0,5.18942731277533,0.0,6.088571428571428,0.0
3514,NVIDIA Quadro RTX 3000 Mobile,GPU,2019-05-27,12.0,80.0,445.0,10800.0,945.0,TSMC,NVIDIA,10600.0,5299.0,165.6,medium <100,2019.0,24.269662921348313,132.5,66.2375,2.07
3515,NVIDIA GeForce 9650M GS,GPU,2008-03-13,80.0,29.0,169.0,289.0,625.0,TSMC,NVIDIA,0.0,80.0,0.0,low<30,2008.0,1.7100591715976332,0.0,2.7586206896551726,0.0
3516,AMD Radeon RX 5600M,GPU,2020-07-07,7.0,150.0,251.0,10300.0,1035.0,TSMC,AMD,11660.0,5829.0,364.3,high <200,2020.0,41.03585657370518,77.73333333333333,38.86,2.4286666666666665
3517,Intel HD Graphics 4400,GPU,2013-09-03,22.0,20.0,148.0,624.0,200.0,Intel,Intel,0.0,368.0,92.0,low<30,2013.0,4.216216216216216,0.0,18.4,4.6
3518,ATI Fire GL4,GPU,2001-03-14,40.0,65.0,156.0,624.0,150.0,IBM,ATI,0.0,0.0,0.0,,2001.0,4.0,0.0,0.0,0.0
3519,NVIDIA GeForce 9800 GTX,GPU,2008-03-28,65.0,140.0,324.0,754.0,675.0,TSMC,NVIDIA,0.0,432.1,0.0,high <200,2008.0,2.3271604938271606,0.0,3.0864285714285717,0.0
3520,AMD Radeon HD 7470A,GPU,2012-01-05,40.0,25.0,67.0,370.0,625.0,TSMC,AMD,0.0,200.0,0.0,low<30,2012.0,5.522388059701493,0.0,8.0,0.0
3521,NVIDIA GeForce GTX 680 Mac Edition,GPU,2013-04-03,28.0,195.0,294.0,3540.0,1006.0,TSMC,NVIDIA,0.0,3250.0,135.4,high <200,2013.0,12.040816326530612,0.0,16.666666666666668,0.6943589743589744
3522,AMD Radeon HD 8330E,GPU,2013-04-23,28.0,15.0,110.0,1178.0,497.0,TSMC,AMD,0.0,127.2,7.952,low<30,2013.0,10.709090909090909,0.0,8.48,0.5301333333333333
3523,AMD Radeon HD 6850,GPU,2010-10-21,40.0,127.0,255.0,1700.0,775.0,TSMC,AMD,0.0,1488.0,0.0,high <200,2010.0,6.666666666666667,0.0,11.716535433070867,0.0
3524,AMD Radeon RX 460,GPU,2016-08-08,14.0,75.0,123.0,3000.0,1090.0,GF,AMD,2150.0,2150.0,134.4,medium <100,2016.0,24.390243902439025,28.666666666666668,28.666666666666668,1.792
3525,AMD Radeon HD 6790,GPU,2011-04-04,40.0,150.0,255.0,1700.0,840.0,TSMC,AMD,0.0,1344.0,0.0,high <200,2011.0,6.666666666666667,0.0,8.96,0.0
3526,ATI All-In-Wonder X800 VE,GPU,2005-04-27,130.0,65.0,281.0,160.0,425.0,TSMC,ATI,0.0,0.0,0.0,,2005.0,0.5693950177935944,0.0,0.0,0.0
3527,NVIDIA Tesla D870,GPU,2007-05-02,90.0,520.0,484.0,681.0,600.0,TSMC,NVIDIA,0.0,345.6,0.0,,2007.0,1.4070247933884297,0.0,0.6646153846153846,0.0
3528,NVIDIA GeForce GTX 470M,GPU,2010-09-03,40.0,75.0,332.0,1950.0,535.0,TSMC,NVIDIA,0.0,616.3,51.36,medium <100,2010.0,5.873493975903615,0.0,8.217333333333332,0.6848
3529,NVIDIA Quadro P1000,GPU,2017-02-07,14.0,47.0,132.0,3300.0,1266.0,Samsung,NVIDIA,29.6,1894.0,59.2,medium <100,2017.0,25.0,0.6297872340425532,40.297872340425535,1.2595744680851064
3530,NVIDIA GeForce GT 710,GPU,2016-01-26,40.0,29.0,79.0,292.0,810.0,TSMC,NVIDIA,0.0,155.5,12.96,low<30,2016.0,3.6962025316455698,0.0,5.362068965517241,0.44689655172413795
3531,NVIDIA GeForce4 MX 420,GPU,2002-02-06,150.0,65.0,65.0,29.0,250.0,TSMC,NVIDIA,0.0,0.0,0.0,,2002.0,0.4461538461538462,0.0,0.0,0.0
3532,NVIDIA GeForce GT 555M,GPU,2011-10-27,40.0,35.0,238.0,1170.0,525.0,TSMC,NVIDIA,0.0,302.4,25.2,medium <100,2011.0,4.915966386554622,0.0,8.639999999999999,0.72
3533,NVIDIA GeForce4 488 Go,GPU,2002-03-01,150.0,65.0,65.0,29.0,300.0,TSMC,NVIDIA,0.0,0.0,0.0,,2002.0,0.4461538461538462,0.0,0.0,0.0
3534,ATI Radeon 7500 LE,GPU,2001-08-14,150.0,23.0,83.0,60.0,250.0,TSMC,ATI,0.0,0.0,0.0,low<30,2001.0,0.7228915662650602,0.0,0.0,0.0
3535,NVIDIA GeForce GT 620M,GPU,2012-08-23,40.0,15.0,116.0,585.0,660.0,TSMC,NVIDIA,0.0,253.4,21.12,low<30,2012.0,5.043103448275862,0.0,16.893333333333334,1.4080000000000001
3536,NVIDIA CMP 30HX,GPU,2021-02-25,12.0,125.0,284.0,6600.0,1530.0,TSMC,NVIDIA,10050.0,5027.0,157.1,high <200,2021.0,23.239436619718308,80.4,40.216,1.2568
3537,AMD Radeon R7 M270DX,GPU,2014-01-07,28.0,65.0,56.0,690.0,780.0,TSMC,AMD,0.0,547.2,34.2,,2014.0,12.321428571428571,0.0,8.418461538461539,0.5261538461538462
3538,NVIDIA GeForce Go 7900 GTX,GPU,2006-04-18,90.0,45.0,196.0,278.0,500.0,TSMC,NVIDIA,0.0,0.0,0.0,medium <100,2006.0,1.4183673469387754,0.0,0.0,0.0
3539,NVIDIA GeForce GT 635M,GPU,2012-03-22,40.0,35.0,238.0,1170.0,675.0,TSMC,NVIDIA,0.0,388.8,32.4,medium <100,2012.0,4.915966386554622,0.0,11.108571428571429,0.9257142857142857
3540,NVIDIA NVS 5200M,GPU,2012-09-17,40.0,25.0,116.0,585.0,672.0,TSMC,NVIDIA,0.0,258.0,21.5,low<30,2012.0,5.043103448275862,0.0,10.32,0.86
3541,NVIDIA GeForce GTX 850M,GPU,2014-03-12,28.0,45.0,148.0,1870.0,902.0,TSMC,NVIDIA,0.0,1155.0,36.08,medium <100,2014.0,12.635135135135135,0.0,25.666666666666668,0.8017777777777777
3542,NVIDIA GRID M6-8Q,GPU,2015-08-30,28.0,100.0,398.0,5200.0,722.0,TSMC,NVIDIA,0.0,2218.0,69.31,medium <100,2015.0,13.06532663316583,0.0,22.18,0.6931
3543,NVIDIA GeForce GTX 1060 6 GB,GPU,2016-07-19,16.0,120.0,200.0,4400.0,1506.0,TSMC,NVIDIA,68.36,4375.0,136.7,high <200,2016.0,22.0,0.5696666666666667,36.458333333333336,1.1391666666666667
3544,NVIDIA GeForce GTX 745 OEM,GPU,2014-02-18,28.0,55.0,148.0,1870.0,1033.0,TSMC,NVIDIA,0.0,793.3,24.79,medium <100,2014.0,12.635135135135135,0.0,14.423636363636362,0.4507272727272727
3545,AMD Radeon Pro WX 7130 Mobile,GPU,2017-03-01,14.0,130.0,232.0,5700.0,1188.0,GF,AMD,0.0,5728.0,358.0,high <200,2017.0,24.56896551724138,0.0,44.06153846153846,2.753846153846154
3546,Matrox Parhelia DL256,GPU,2001-01-01,150.0,65.0,174.0,80.0,200.0,UMC,Other,0.0,0.0,0.0,,2001.0,0.45977011494252873,0.0,0.0,0.0
3547,NVIDIA Quadro FX 4000 SDI,GPU,2004-04-19,130.0,150.0,225.0,222.0,425.0,TSMC,NVIDIA,0.0,0.0,0.0,high <200,2004.0,0.9866666666666667,0.0,0.0,0.0
3548,NVIDIA GeForce 8400 GS Rev. 3,GPU,2010-07-12,40.0,25.0,57.0,260.0,520.0,TSMC,NVIDIA,0.0,19.68,0.0,low<30,2010.0,4.56140350877193,0.0,0.7872,0.0
3549,ATI Radeon X1950 XTX Uber Edition,GPU,2007-01-19,90.0,125.0,352.0,384.0,670.0,TSMC,ATI,0.0,0.0,0.0,high <200,2007.0,1.0909090909090908,0.0,0.0,0.0
3550,ATI Radeon X1650 XT AGP,GPU,2006-10-30,80.0,55.0,230.0,330.0,540.0,TSMC,ATI,0.0,0.0,0.0,medium <100,2006.0,1.434782608695652,0.0,0.0,0.0
3552,Intel HD Graphics 4000,GPU,2012-05-14,22.0,45.0,133.0,1200.0,650.0,Intel,Intel,0.0,256.0,64.0,medium <100,2012.0,9.022556390977444,0.0,5.688888888888889,1.4222222222222223
3553,NVIDIA GeForce3 Ti200,GPU,2001-10-01,150.0,65.0,128.0,57.0,175.0,TSMC,NVIDIA,0.0,0.0,0.0,,2001.0,0.4453125,0.0,0.0,0.0
3554,NVIDIA GeForce GTX 580 Rev. 2,GPU,2011-06-06,40.0,244.0,520.0,3000.0,772.0,TSMC,NVIDIA,0.0,1581.0,197.6,,2011.0,5.769230769230769,0.0,6.479508196721311,0.8098360655737704
3555,Intel Extreme Graphics 2,GPU,2003-12-03,130.0,65.0,148.0,624.0,200.0,Intel,Intel,0.0,0.0,0.0,,2003.0,4.216216216216216,0.0,0.0,0.0
3556,Intel UHD Graphics 620,GPU,2017-09-01,14.0,15.0,148.0,624.0,300.0,Intel,Intel,768.0,384.0,96.0,low<30,2017.0,4.216216216216216,51.2,25.6,6.4
3557,NVIDIA GeForce 6610 XL,GPU,2004-11-14,110.0,65.0,154.0,146.0,400.0,TSMC,NVIDIA,0.0,0.0,0.0,,2004.0,0.948051948051948,0.0,0.0,0.0
3558,NVIDIA GeForce 9600 GT Green Edition,GPU,2008-02-21,65.0,95.0,240.0,505.0,600.0,TSMC,NVIDIA,0.0,192.0,0.0,medium <100,2008.0,2.1041666666666665,0.0,2.0210526315789474,0.0
3559,ATI Mobility Radeon 9800,GPU,2004-07-01,130.0,65.0,281.0,160.0,350.0,TSMC,ATI,0.0,0.0,0.0,,2004.0,0.5693950177935944,0.0,0.0,0.0
3560,NVIDIA GeForce GT 530 OEM,GPU,2011-05-14,40.0,50.0,116.0,585.0,700.0,TSMC,NVIDIA,0.0,268.8,22.4,medium <100,2011.0,5.043103448275862,0.0,5.376,0.44799999999999995
3561,NVIDIA GeForce GTX 550 Ti,GPU,2011-03-15,40.0,116.0,238.0,1170.0,900.0,TSMC,NVIDIA,0.0,691.2,57.6,high <200,2011.0,4.915966386554622,0.0,5.958620689655173,0.496551724137931
3562,AMD Radeon Pro W5500M,GPU,2020-02-10,7.0,85.0,158.0,6400.0,1000.0,TSMC,AMD,9574.0,4787.0,299.2,medium <100,2020.0,40.50632911392405,112.63529411764706,56.31764705882353,3.52
3563,NVIDIA GeForce GT 640 OEM,GPU,2012-04-24,28.0,50.0,118.0,1270.0,797.0,TSMC,NVIDIA,0.0,612.1,25.5,medium <100,2012.0,10.76271186440678,0.0,12.242,0.51
3564,AMD Radeon R5 Graphics,GPU,2014-09-17,28.0,15.0,245.0,2410.0,758.0,GF,AMD,0.0,388.1,24.26,low<30,2014.0,9.83673469387755,0.0,25.873333333333335,1.6173333333333335
3565,AMD Radeon HD 7540D IGP,GPU,2012-10-02,32.0,65.0,246.0,1303.0,760.0,TSMC,AMD,0.0,291.8,0.0,medium <100,2012.0,5.296747967479675,0.0,4.48923076923077,0.0
3566,NVIDIA GeForce GTX 675MX Mac Edition,GPU,2013-04-01,28.0,100.0,294.0,3540.0,719.0,TSMC,NVIDIA,0.0,1933.0,80.53,medium <100,2013.0,12.040816326530612,0.0,19.33,0.8053
3567,ATI Radeon X550,GPU,2005-07-01,110.0,65.0,74.0,107.0,400.0,TSMC,ATI,0.0,0.0,0.0,,2005.0,1.445945945945946,0.0,0.0,0.0
3568,Intel HD Graphics,GPU,2010-01-10,45.0,35.0,114.0,177.0,133.0,Intel,Intel,0.0,96.0,0.0,medium <100,2010.0,1.5526315789473684,0.0,2.742857142857143,0.0
3569,NVIDIA GeForce GT 745A,GPU,2013-08-26,28.0,33.0,118.0,1270.0,837.0,TSMC,NVIDIA,0.0,702.7,29.28,medium <100,2013.0,10.76271186440678,0.0,21.293939393939397,0.8872727272727273
3570,AMD Radeon HD 7970M,GPU,2012-04-24,28.0,100.0,212.0,2800.0,850.0,TSMC,AMD,0.0,2176.0,136.0,medium <100,2012.0,13.20754716981132,0.0,21.76,1.36
3571,NVIDIA GeForce 920M,GPU,2015-03-13,28.0,33.0,87.0,1020.0,954.0,TSMC,NVIDIA,0.0,732.7,30.53,medium <100,2015.0,11.724137931034482,0.0,22.203030303030303,0.9251515151515152
3572,NVIDIA GeForce G110M,GPU,2009-01-08,55.0,14.0,121.0,314.0,400.0,TSMC,NVIDIA,0.0,32.0,0.0,low<30,2009.0,2.5950413223140494,0.0,2.2857142857142856,0.0
3573,NVIDIA GeForce RTX 2060 TU104,GPU,2020-01-10,12.0,160.0,545.0,13600.0,1365.0,TSMC,NVIDIA,12900.0,6451.0,201.6,high <200,2020.0,24.954128440366972,80.625,40.31875,1.26
3574,AMD Radeon R5 M445,GPU,2016-01-01,28.0,65.0,125.0,1550.0,920.0,TSMC,AMD,0.0,706.6,0.0,,2016.0,12.4,0.0,10.87076923076923,0.0
3575,AMD Radeon Pro WX 7100 Mobile,GPU,2017-03-01,14.0,130.0,232.0,5700.0,1188.0,GF,AMD,0.0,5728.0,358.0,high <200,2017.0,24.56896551724138,0.0,44.06153846153846,2.753846153846154
3576,NVIDIA GeForce GT 720M,GPU,2013-04-01,28.0,33.0,116.0,585.0,775.0,TSMC,NVIDIA,0.0,240.0,20.0,medium <100,2013.0,5.043103448275862,0.0,7.2727272727272725,0.6060606060606061
3577,ATI FirePro M7740,GPU,2009-08-04,40.0,60.0,137.0,826.0,650.0,TSMC,ATI,0.0,832.0,166.4,medium <100,2009.0,6.029197080291971,0.0,13.866666666666667,2.7733333333333334
3578,AMD Radeon R7 Mobile Graphics,GPU,2014-02-17,28.0,90.0,245.0,2410.0,554.0,GF,AMD,0.0,425.5,26.59,medium <100,2014.0,9.83673469387755,0.0,4.727777777777778,0.29544444444444445
3579,ATI Radeon X850 PRO,GPU,2004-12-01,130.0,65.0,297.0,160.0,507.0,TSMC,ATI,0.0,0.0,0.0,,2004.0,0.5387205387205387,0.0,0.0,0.0
3580,AMD Radeon HD 8730A,GPU,2013-04-01,28.0,65.0,77.0,950.0,650.0,TSMC,AMD,0.0,537.6,33.6,,2013.0,12.337662337662337,0.0,8.27076923076923,0.5169230769230769
3581,AMD Radeon HD 6570M Mac Edition,GPU,2009-10-28,40.0,30.0,104.0,627.0,600.0,TSMC,AMD,0.0,480.0,0.0,low<30,2009.0,6.028846153846154,0.0,16.0,0.0
3582,NVIDIA GeForce GT 720 OEM,GPU,2017-10-29,28.0,50.0,118.0,1270.0,993.0,TSMC,NVIDIA,0.0,381.3,15.89,medium <100,2017.0,10.76271186440678,0.0,7.626,0.3178
3583,ATI Mobility FireGL V5000,GPU,2005-02-03,110.0,65.0,156.0,120.0,350.0,TSMC,ATI,0.0,0.0,0.0,,2005.0,0.7692307692307693,0.0,0.0,0.0
3584,NVIDIA RTX A4 Mobile,GPU,2021-01-01,8.0,65.0,148.0,624.0,1237.0,Samsung,NVIDIA,6144.0,6144.0,96.0,,2021.0,4.216216216216216,94.52307692307693,94.52307692307693,1.476923076923077
3585,ATI Radeon 7000 Mac Edition PCI,GPU,2004-03-14,180.0,23.0,80.0,30.0,183.0,TSMC,ATI,0.0,0.0,0.0,low<30,2004.0,0.375,0.0,0.0,0.0
3586,XGI Volari V8 Ultra,GPU,2003-09-15,130.0,65.0,148.0,110.0,350.0,UMC,Other,0.0,0.0,0.0,,2003.0,0.7432432432432432,0.0,0.0,0.0
3587,NVIDIA GeForce Go 7600 GT,GPU,2006-08-01,90.0,65.0,125.0,177.0,500.0,TSMC,NVIDIA,0.0,0.0,0.0,,2006.0,1.416,0.0,0.0,0.0
3589,AMD Radeon R5 M230,GPU,2014-01-07,28.0,65.0,56.0,690.0,780.0,TSMC,AMD,0.0,547.2,34.2,,2014.0,12.321428571428571,0.0,8.418461538461539,0.5261538461538462
3590,NVIDIA GeForce Go 6200 TE,GPU,2005-09-29,110.0,65.0,154.0,146.0,300.0,TSMC,NVIDIA,0.0,0.0,0.0,,2005.0,0.948051948051948,0.0,0.0,0.0
3591,ATI Mobility Radeon HD 3450,GPU,2008-01-07,55.0,65.0,67.0,181.0,500.0,TSMC,ATI,0.0,40.0,0.0,,2008.0,2.701492537313433,0.0,0.6153846153846154,0.0
3592,NVIDIA GeForce GT 415M,GPU,2010-09-03,40.0,12.0,116.0,585.0,500.0,TSMC,NVIDIA,0.0,96.0,8.0,low<30,2010.0,5.043103448275862,0.0,8.0,0.6666666666666666
3593,Intel HD Graphics P4700,GPU,2013-06-01,22.0,86.0,148.0,624.0,350.0,Intel,Intel,0.0,416.0,104.0,medium <100,2013.0,4.216216216216216,0.0,4.837209302325581,1.2093023255813953
3594,NVIDIA GeForce 7900 GTO,GPU,2006-10-01,90.0,81.0,196.0,278.0,650.0,TSMC,NVIDIA,0.0,0.0,0.0,medium <100,2006.0,1.4183673469387754,0.0,0.0,0.0
3595,NVIDIA GeForce 8400,GPU,2007-12-04,65.0,25.0,86.0,210.0,540.0,TSMC,NVIDIA,0.0,20.8,0.0,low<30,2007.0,2.441860465116279,0.0,0.8320000000000001,0.0
3596,AMD Radeon R7 250X,GPU,2014-02-13,28.0,80.0,123.0,1500.0,950.0,TSMC,AMD,0.0,1216.0,76.0,medium <100,2014.0,12.195121951219512,0.0,15.2,0.95
3597,NVIDIA GeForce GT 740M,GPU,2013-06-20,28.0,33.0,87.0,1020.0,980.0,TSMC,NVIDIA,0.0,752.6,31.36,medium <100,2013.0,11.724137931034482,0.0,22.80606060606061,0.9503030303030303
3598,NVIDIA GeForce 7600 GT,GPU,2006-03-09,90.0,40.0,125.0,177.0,560.0,TSMC,NVIDIA,0.0,0.0,0.0,medium <100,2006.0,1.416,0.0,0.0,0.0
3599,NVIDIA Quadro P5200 Mobile,GPU,2018-02-21,16.0,100.0,314.0,7200.0,1557.0,TSMC,NVIDIA,139.8,8945.0,279.5,medium <100,2018.0,22.929936305732483,1.3980000000000001,89.45,2.795
3600,ATI Radeon X700,GPU,2004-09-01,110.0,44.0,156.0,120.0,400.0,TSMC,ATI,0.0,0.0,0.0,medium <100,2004.0,0.7692307692307693,0.0,0.0,0.0
3601,NVIDIA GeForce 8800M GTS,GPU,2007-11-01,65.0,50.0,324.0,754.0,500.0,TSMC,NVIDIA,0.0,160.0,0.0,medium <100,2007.0,2.3271604938271606,0.0,3.2,0.0
