Unnamed: 0,Product,Type,Release Date,Process Size (nm),TDP (W),Die Size (mm^2),Transistors (million),Freq (MHz),Foundry,Vendor,FP16 GFLOPS,FP32 GFLOPS,FP64 GFLOPS,TDP CATEGORY,year,'Transistor Density (million per mm^2)',FP16 GFLOPS per W,FP32 GFLOPS per W,FP64 GFLOPS per W,Log Transistors (million),Log FP16 GFLOPS,Log FP32 GFLOPS,Log FP64 GFLOPS
0,AMD Athlon 64 3500+,CPU,2007-02-20,65.0,-0.4748766913624311,-0.901107985897033,122.0,0.6595017837931896,Unknown,AMD,0.0,0.0,0.0,medium <100,2007.0,1.5844155844155845,0.0,0.0,0.0,-1.032383685581819,-0.3351558160293431,-0.7751792233368019,-0.5700492493931122
1,AMD Athlon 200GE,CPU,2018-09-06,14.0,-0.6160924260859378,0.0908766475119908,4800.0,1.5952761026469366,Unknown,AMD,0.0,0.0,0.0,medium <100,2018.0,25.0,0.0,0.0,0.0,1.4273670453271825,-0.3351558160293431,-0.7751792233368019,-0.5700492493931122
2,Intel Core i5-1145G7,CPU,2020-09-02,10.0,-0.7149434403923925,-0.2886652991836356,624.0,1.0338115113346884,Intel,Intel,0.0,0.0,0.0,low<30,2020.0,4.216216216216216,0.0,0.0,0.0,0.0587896659076023,-0.3351558160293431,-0.7751792233368019,-0.5700492493931122
3,Intel Xeon E5-2603 v2,CPU,2013-09-01,22.0,0.0193783801698421,-0.1851538591757375,1400.0,0.2851920562516908,Intel,Intel,0.0,0.0,0.0,medium <100,2013.0,8.75,0.0,0.0,0.0,0.6006214976723376,-0.3351558160293431,-0.7751792233368019,-0.5700492493931122
4,AMD Phenom II X4 980 BE,CPU,2011-05-03,45.0,0.6548491864256222,0.6601895675554307,758.0,2.06316326207381,Unknown,AMD,0.0,0.0,0.0,high <200,2011.0,2.937984496124031,0.0,0.0,0.0,0.1891814150280841,-0.3351558160293431,-0.7751792233368019,-0.5700492493931122
5,Intel Xeon E5-2470 v2,CPU,2013-09-01,22.0,0.2312019822551021,-0.1851538591757375,1400.0,0.8466566475639391,Intel,Intel,0.0,0.0,0.0,medium <100,2013.0,8.75,0.0,0.0,0.0,0.6006214976723376,-0.3351558160293431,-0.7751792233368019,-0.5700492493931122
6,AMD Phenom X4 9750 (125W),CPU,2008-03-27,65.0,0.6548491864256222,0.8930903075732015,450.0,0.8466566475639391,Unknown,AMD,0.0,0.0,0.0,high <200,2008.0,1.5789473684210529,0.0,0.0,0.0,-0.1602309465090898,-0.3351558160293431,-0.7751792233368019,-0.5700492493931122
7,Intel Pentium D 930,CPU,2006-01-16,65.0,0.7254570537873755,-0.3576729258555677,376.0,1.4081212388761872,Intel,Intel,0.0,0.0,0.0,high <200,2006.0,2.685714285714285,0.0,0.0,0.0,-0.2805350624916606,-0.3351558160293431,-0.7751792233368019,-0.5700492493931122
8,Intel Core i3-1125G4,CPU,2020-09-02,10.0,-0.7149434403923925,-0.2886652991836356,624.0,0.4723469200224402,Intel,Intel,0.0,0.0,0.0,low<30,2020.0,4.216216216216216,0.0,0.0,0.0,0.0587896659076023,-0.3351558160293431,-0.7751792233368019,-0.5700492493931122
9,AMD Athlon 64 X2 4200+,CPU,2006-05-23,90.0,0.1464725414209981,-0.2196576725117035,154.0,0.6595017837931896,Unknown,AMD,0.0,0.0,0.0,medium <100,2006.0,0.9871794871794872,0.0,0.0,0.0,-0.8771617162097396,-0.3351558160293431,-0.7751792233368019,-0.5700492493931122
10,AMD Sempron 2800+,CPU,2004-08-01,130.0,-0.2348099423324698,-0.8752301258950586,37.0,0.4648607254716102,Unknown,AMD,0.0,0.0,0.0,medium <100,2004.0,0.4625,0.0,0.0,0.0,-1.8208408932534208,-0.3351558160293431,-0.7751792233368019,-0.5700492493931122
11,Intel Core i7-3632QM,CPU,2012-10-19,22.0,-0.6160924260859378,-0.1851538591757375,1480.0,0.6595017837931896,Intel,Intel,0.0,0.0,0.0,medium <100,2012.0,9.25,0.0,0.0,0.0,0.6378972474678622,-0.3351558160293431,-0.7751792233368019,-0.5700492493931122
12,AMD C-70,CPU,2012-09-01,40.0,-0.9832533363670553,-0.918359892565016,624.0,-0.4634273988313069,Unknown,AMD,0.0,0.0,0.0,low<30,2012.0,8.32,0.0,0.0,0.0,0.0587896659076023,-0.3351558160293431,-0.7751792233368019,-0.5700492493931122
13,Intel Core i5-8269U,CPU,2018-04-05,14.0,-0.7149434403923925,-0.5043141325334235,624.0,1.0338115113346884,Intel,Intel,0.0,0.0,0.0,low<30,2018.0,5.073170731707317,0.0,0.0,0.0,0.0587896659076023,-0.3351558160293431,-0.7751792233368019,-0.5700492493931122
14,AMD Phenom X4 9600 BE,CPU,2007-12-19,65.0,0.2312019822551021,0.8930903075732015,450.0,0.7530792156785643,Unknown,AMD,0.0,0.0,0.0,medium <100,2007.0,1.5789473684210529,0.0,0.0,0.0,-0.1602309465090898,-0.3351558160293431,-0.7751792233368019,-0.5700492493931122
15,Intel Pentium 3560Y,CPU,2013-09-01,22.0,-0.9408886159500032,-0.547443899203381,1400.0,-0.2762725350605575,Intel,Intel,0.0,0.0,0.0,low<30,2013.0,11.864406779661016,0.0,0.0,0.0,0.6006214976723376,-0.3351558160293431,-0.7751792233368019,-0.5700492493931122
16,AMD Turion X2 Ultra ZM-84,CPU,2008-09-01,65.0,-0.6160924260859378,-0.2886652991836356,624.0,0.7530792156785643,Unknown,AMD,0.0,0.0,0.0,medium <100,2008.0,4.216216216216216,0.0,0.0,0.0,0.0587896659076023,-0.3351558160293431,-0.7751792233368019,-0.5700492493931122
17,Intel Pentium 4 506,CPU,2005-06-01,90.0,0.0758646740592448,-0.6250774792093047,125.0,1.0899579704659133,Intel,Intel,0.0,0.0,0.0,medium <100,2005.0,1.146788990825688,0.0,0.0,0.0,-1.0162080364958788,-0.3351558160293431,-0.7751792233368019,-0.5700492493931122
18,Intel Xeon E5-2430 v2,CPU,2013-09-01,22.0,0.0193783801698421,-0.1851538591757375,1400.0,0.9402340794493138,Intel,Intel,0.0,0.0,0.0,medium <100,2013.0,8.75,0.0,0.0,0.0,0.6006214976723376,-0.3351558160293431,-0.7751792233368019,-0.5700492493931122
19,AMD Athlon 64 X2 4800+,CPU,2006-05-23,90.0,0.4430255843403621,0.1512583208499314,233.0,0.8466566475639391,Unknown,AMD,0.0,0.0,0.0,high <200,2006.0,1.170854271356784,0.0,0.0,0.0,-0.60067366269177,-0.3351558160293431,-0.7751792233368019,-0.5700492493931122
20,Intel Core i5-3427U,CPU,2012-06-01,22.0,-0.8702807485882499,-0.547443899203381,624.0,0.2851920562516908,Intel,Intel,0.0,0.0,0.0,low<30,2012.0,5.288135593220339,0.0,0.0,0.0,0.0587896659076023,-0.3351558160293431,-0.7751792233368019,-0.5700492493931122
21,AMD Opteron 148 HE,CPU,2004-12-01,90.0,-0.3336609566389245,-0.2886652991836356,106.0,0.6595017837931896,Unknown,AMD,0.0,0.0,0.0,medium <100,2004.0,0.7162162162162162,0.0,0.0,0.0,-1.1259270481529586,-0.3351558160293431,-0.7751792233368019,-0.5700492493931122
22,AMD Athlon 1100,CPU,2000-08-14,180.0,-0.2630530892771712,-0.5301919925353981,37.0,-0.3698499669459322,Unknown,AMD,0.0,0.0,0.0,medium <100,2000.0,0.3083333333333333,0.0,0.0,0.0,-1.8208408932534208,-0.3351558160293431,-0.7751792233368019,-0.5700492493931122
23,Intel Core i7-975,CPU,2009-06-02,45.0,0.7254570537873755,0.7033193342253883,731.0,1.719734087054485,Intel,Intel,0.0,0.0,0.0,high <200,2009.0,2.779467680608365,0.0,0.0,0.0,0.1648676400439048,-0.3351558160293431,-0.7751792233368019,-0.5700492493931122
24,AMD Athlon 64 3500+,CPU,2001-01-01,90.0,-0.1642020749707165,-0.5733217592053556,105.0,0.6595017837931896,Unknown,AMD,0.0,0.0,0.0,medium <100,2001.0,0.9130434782608696,0.0,0.0,0.0,-1.1322299766645452,-0.3351558160293431,-0.7751792233368019,-0.5700492493931122
25,Intel Pentium 4 HT 672,CPU,2005-11-14,90.0,0.0758646740592448,-0.6250774792093047,169.0,2.156740693959185,Intel,Intel,0.0,0.0,0.0,medium <100,2005.0,1.5504587155963303,0.0,0.0,0.0,-0.8151554826535938,-0.3351558160293431,-0.7751792233368019,-0.5700492493931122
26,Intel Pentium D 830,CPU,2005-05-26,90.0,0.7254570537873755,0.211639994187872,169.0,1.4081212388761872,Intel,Intel,0.0,0.0,0.0,high <200,2005.0,0.8203883495145631,0.0,0.0,0.0,-0.8151554826535938,-0.3351558160293431,-0.7751792233368019,-0.5700492493931122
27,AMD EPYC 7371,CPU,2018-11-16,14.0,1.2903199926814022,0.2720216675258126,4800.0,1.501698670761562,GF,AMD,0.0,0.0,0.0,high <200,2018.0,22.535211267605632,0.0,0.0,0.0,1.4273670453271825,-0.3351558160293431,-0.7751792233368019,-0.5700492493931122
28,Intel Pentium 4 HT 550,CPU,2004-06-21,90.0,0.5136334517021155,-0.6250774792093047,125.0,1.782430966417686,Intel,Intel,0.0,0.0,0.0,high <200,2004.0,1.146788990825688,0.0,0.0,0.0,-1.0162080364958788,-0.3351558160293431,-0.7751792233368019,-0.5700492493931122
29,Intel Pentium III 1266S,CPU,2001-07-01,130.0,-0.6867002934476912,-0.8752301258950586,44.0,-0.2145114300162101,Intel,Intel,0.0,0.0,0.0,low<30,2001.0,0.55,0.0,0.0,0.0,-1.7073472308555468,-0.3351558160293431,-0.7751792233368019,-0.5700492493931122
30,AMD Sempron 140,CPU,2009-07-22,45.0,-0.4748766913624311,-0.5560698525373725,234.0,1.1273889432200632,Unknown,AMD,0.0,0.0,0.0,medium <100,2009.0,2.0,0.0,0.0,0.0,-0.5978111553492323,-0.3351558160293431,-0.7751792233368019,-0.5700492493931122
31,AMD EPYC 7501,CPU,2017-06-29,14.0,1.2903199926814022,0.2720216675258126,4800.0,0.4723469200224402,GF,AMD,0.0,0.0,0.0,high <200,2017.0,22.535211267605632,0.0,0.0,0.0,1.4273670453271825,-0.3351558160293431,-0.7751792233368019,-0.5700492493931122
32,Intel Atom E680,CPU,2010-09-14,45.0,-1.0538612037288084,-1.3410316059306002,47.0,0.0980371924809413,Intel,Intel,0.0,0.0,0.0,low<30,2010.0,1.807692307692308,0.0,0.0,0.0,-1.6640252997032543,-0.3351558160293431,-0.7751792233368019,-0.5700492493931122
33,Intel Xeon E5-2690 v2,CPU,2013-09-01,22.0,0.7254570537873755,-0.1851538591757375,1400.0,1.4081212388761872,Intel,Intel,0.0,0.0,0.0,high <200,2013.0,8.75,0.0,0.0,0.0,0.6006214976723376,-0.3351558160293431,-0.7751792233368019,-0.5700492493931122
34,Intel Xeon Platinum 8380,CPU,2021-04-06,10.0,2.7024773399164688,-0.2886652991836356,624.0,0.7530792156785643,Intel,Intel,0.0,0.0,0.0,,2021.0,4.216216216216216,0.0,0.0,0.0,0.0587896659076023,-0.3351558160293431,-0.7751792233368019,-0.5700492493931122
35,Intel Xeon Phi 7120A,CPU,2014-04-06,22.0,3.126124544086989,1.4537772742826498,5000.0,-0.2407131109441151,Intel,Intel,0.0,0.0,0.0,,2014.0,14.285714285714286,0.0,0.0,0.0,1.4547635003828576,-0.3351558160293431,-0.7751792233368019,-0.5700492493931122
36,Intel Core i3-8020,CPU,2018-09-01,14.0,-0.1924452219154178,-0.2886652991836356,624.0,2.06316326207381,Intel,Intel,0.0,0.0,0.0,medium <100,2018.0,4.216216216216216,0.0,0.0,0.0,0.0587896659076023,-0.3351558160293431,-0.7751792233368019,-0.5700492493931122
37,Intel Atom S1220,CPU,2012-12-11,32.0,-0.9973749098394058,-0.2886652991836356,624.0,0.0980371924809413,Intel,Intel,0.0,0.0,0.0,low<30,2012.0,4.216216216216216,0.0,0.0,0.0,0.0587896659076023,-0.3351558160293431,-0.7751792233368019,-0.5700492493931122
38,AMD Phenom X4 9600,CPU,2007-11-19,65.0,0.2312019822551021,0.8930903075732015,450.0,0.7530792156785643,Unknown,AMD,0.0,0.0,0.0,medium <100,2007.0,1.5789473684210529,0.0,0.0,0.0,-0.1602309465090898,-0.3351558160293431,-0.7751792233368019,-0.5700492493931122
39,Intel Core i3-2330M,CPU,2011-06-01,32.0,-0.6160924260859378,-0.2800393458496442,624.0,0.6595017837931896,Intel,Intel,0.0,0.0,0.0,medium <100,2011.0,4.1879194630872485,0.0,0.0,0.0,0.0587896659076023,-0.3351558160293431,-0.7751792233368019,-0.5700492493931122
40,AMD Opteron X2 180,CPU,2005-09-26,90.0,0.4430255843403621,-0.2886652991836356,233.0,0.8466566475639391,Unknown,AMD,0.0,0.0,0.0,high <200,2005.0,1.5743243243243243,0.0,0.0,0.0,-0.60067366269177,-0.3351558160293431,-0.7751792233368019,-0.5700492493931122
41,AMD E2-3200,CPU,2011-09-07,32.0,-0.1924452219154178,0.4014109675356853,1178.0,0.8466566475639391,Unknown,AMD,0.0,0.0,0.0,medium <100,2011.0,5.166666666666667,0.0,0.0,0.0,0.4848164856266136,-0.3351558160293431,-0.7751792233368019,-0.5700492493931122
42,AMD Turion 64 MT-34,CPU,2005-03-10,90.0,-0.7573081608094445,-0.4870622258654404,114.0,0.2851920562516908,Unknown,AMD,0.0,0.0,0.0,low<30,2005.0,0.912,0.0,0.0,0.0,-1.0775272106731208,-0.3351558160293431,-0.7751792233368019,-0.5700492493931122
43,Intel Pentium III  866,CPU,2001-06-01,180.0,-0.5737277056688859,-0.8752301258950586,44.0,-0.588821157557709,Intel,Intel,0.0,0.0,0.0,medium <100,2001.0,0.55,0.0,0.0,0.0,-1.7073472308555468,-0.3351558160293431,-0.7751792233368019,-0.5700492493931122
44,Intel Core 2 Quad Q9550S,CPU,2009-01-27,45.0,-0.1924452219154178,-0.6423293858772877,820.0,1.2518469276276116,Intel,Intel,0.0,0.0,0.0,medium <100,2009.0,7.663551401869159,0.0,0.0,0.0,0.2418894052545684,-0.3351558160293431,-0.7751792233368019,-0.5700492493931122
45,Intel Core i7-4500U,CPU,2013-06-04,22.0,-0.8985238955329512,-0.547443899203381,1300.0,0.2851920562516908,Intel,Intel,0.0,0.0,0.0,low<30,2013.0,11.016949152542374,0.0,0.0,0.0,0.5509128608867098,-0.3351558160293431,-0.7751792233368019,-0.5700492493931122
46,AMD Opteron X2 185,CPU,2006-03-06,90.0,0.4430255843403621,-0.2886652991836356,233.0,1.0338115113346884,Unknown,AMD,0.0,0.0,0.0,high <200,2006.0,1.5743243243243243,0.0,0.0,0.0,-0.60067366269177,-0.3351558160293431,-0.7751792233368019,-0.5700492493931122
47,Intel Core i3-8300,CPU,2018-02-14,14.0,-0.2348099423324698,-0.2886652991836356,624.0,2.06316326207381,Intel,Intel,0.0,0.0,0.0,medium <100,2018.0,4.216216216216216,0.0,0.0,0.0,0.0587896659076023,-0.3351558160293431,-0.7751792233368019,-0.5700492493931122
48,AMD Ryzen 5 1400,CPU,2017-04-11,14.0,-0.1924452219154178,0.0908766475119908,4800.0,1.5952761026469366,GF,AMD,0.0,0.0,0.0,medium <100,2017.0,25.0,0.0,0.0,0.0,1.4273670453271825,-0.3351558160293431,-0.7751792233368019,-0.5700492493931122
49,AMD A4-3300M,CPU,2011-06-14,32.0,-0.6160924260859378,0.4014109675356853,1178.0,0.3787694881370655,Unknown,AMD,0.0,0.0,0.0,medium <100,2011.0,5.166666666666667,0.0,0.0,0.0,0.4848164856266136,-0.3351558160293431,-0.7751792233368019,-0.5700492493931122
50,Intel Xeon 3.20,CPU,2003-10-06,130.0,0.2594451291998034,0.4790445475416089,286.0,1.5952761026469366,Intel,Intel,0.0,0.0,0.0,medium <100,2003.0,1.2067510548523206,0.0,0.0,0.0,-0.4636291041910446,-0.3351558160293431,-0.7751792233368019,-0.5700492493931122
51,AMD Opteron 848,CPU,2004-12-01,90.0,0.0899862475315954,-0.2886652991836356,106.0,0.6595017837931896,Unknown,AMD,0.0,0.0,0.0,medium <100,2004.0,0.7162162162162162,0.0,0.0,0.0,-1.1259270481529586,-0.3351558160293431,-0.7751792233368019,-0.5700492493931122
52,Intel Core 2 Extreme QX6700,CPU,2006-11-01,65.0,0.7254570537873755,-0.3317950658535932,582.0,1.0955726163790358,Intel,Intel,0.0,0.0,0.0,high <200,2006.0,4.06993006993007,0.0,0.0,0.0,0.0120940360677656,-0.3351558160293431,-0.7751792233368019,-0.5700492493931122
53,Intel Pentium Gold G6405T,CPU,2021-03-16,14.0,-0.6160924260859378,-0.2886652991836356,624.0,1.8760083983030609,Intel,Intel,0.0,0.0,0.0,medium <100,2021.0,4.216216216216216,0.0,0.0,0.0,0.0587896659076023,-0.3351558160293431,-0.7751792233368019,-0.5700492493931122
54,AMD A6-3600,CPU,2011-06-30,32.0,-0.1924452219154178,0.4014109675356853,1178.0,0.5659243519078149,Unknown,AMD,0.0,0.0,0.0,medium <100,2011.0,5.166666666666667,0.0,0.0,0.0,0.4848164856266136,-0.3351558160293431,-0.7751792233368019,-0.5700492493931122
55,Intel Xeon Phi 7120X,CPU,2013-06-17,22.0,3.126124544086989,1.4537772742826498,5000.0,-0.2407131109441151,Intel,Intel,0.0,0.0,0.0,,2013.0,14.285714285714286,0.0,0.0,0.0,1.4547635003828576,-0.3351558160293431,-0.7751792233368019,-0.5700492493931122
56,Intel Core i9-10900K,CPU,2020-04-30,14.0,0.6548491864256222,0.211639994187872,624.0,2.06316326207381,Intel,Intel,0.0,0.0,0.0,high <200,2020.0,3.029126213592233,0.0,0.0,0.0,0.0587896659076023,-0.3351558160293431,-0.7751792233368019,-0.5700492493931122
57,Intel Pentium 2129Y,CPU,2012-09-01,22.0,-0.9691317628947044,-0.547443899203381,1400.0,-0.3698499669459322,Intel,Intel,0.0,0.0,0.0,low<30,2012.0,11.864406779661016,0.0,0.0,0.0,0.6006214976723376,-0.3351558160293431,-0.7751792233368019,-0.5700492493931122
58,AMD Athlon 64 X2 5600+,CPU,2006-12-12,90.0,0.1464725414209981,0.3324033408637532,227.0,1.2209663751054378,Unknown,AMD,0.0,0.0,0.0,medium <100,2006.0,1.0318181818181815,0.0,0.0,0.0,-0.6181098885887136,-0.3351558160293431,-0.7751792233368019,-0.5700492493931122
59,AMD Athlon II X4 640,CPU,2010-05-11,45.0,0.2312019822551021,-0.1075202791698139,300.0,1.4081212388761872,Unknown,AMD,0.0,0.0,0.0,medium <100,2010.0,1.7751479289940828,0.0,0.0,0.0,-0.4316584450736437,-0.3351558160293431,-0.7751792233368019,-0.5700492493931122
60,Intel Atom Z515,CPU,2009-04-08,45.0,-1.0962259241458605,-1.3410316059306002,47.0,-0.2762725350605575,Intel,Intel,0.0,0.0,0.0,low<30,2009.0,1.807692307692308,0.0,0.0,0.0,-1.6640252997032543,-0.3351558160293431,-0.7751792233368019,-0.5700492493931122
61,AMD EPYC 7302,CPU,2019-08-07,7.0,1.0784963905961422,-0.9269858458990076,3800.0,1.4081212388761872,TSMC,AMD,0.0,0.0,0.0,high <200,2019.0,51.35135135135136,0.0,0.0,0.0,1.2705882444714338,-0.3351558160293431,-0.7751792233368019,-0.5700492493931122
62,Intel Celeron 3205U,CPU,2015-03-01,14.0,-0.8985238955329512,-0.2886652991836356,624.0,0.0044597605955666,Intel,Intel,0.0,0.0,0.0,low<30,2015.0,4.216216216216216,0.0,0.0,0.0,0.0587896659076023,-0.3351558160293431,-0.7751792233368019,-0.5700492493931122
63,Intel Core i3-10305T,CPU,2021-03-16,14.0,-0.6160924260859378,-0.2886652991836356,624.0,1.4081212388761872,Intel,Intel,0.0,0.0,0.0,medium <100,2021.0,4.216216216216216,0.0,0.0,0.0,0.0587896659076023,-0.3351558160293431,-0.7751792233368019,-0.5700492493931122
64,AMD Ryzen 9 5900HX,CPU,2021-01-12,7.0,-0.4748766913624311,-0.2196576725117035,9800.0,1.6888535345323117,TSMC,AMD,0.0,0.0,0.0,medium <100,2021.0,62.82051282051282,0.0,0.0,0.0,1.9064164122426752,-0.3351558160293431,-0.7751792233368019,-0.5700492493931122
65,AMD EPYC 7502,CPU,2019-08-07,7.0,1.4315357274049088,-0.9269858458990076,3800.0,0.9402340794493138,TSMC,AMD,0.0,0.0,0.0,high <200,2019.0,51.35135135135136,0.0,0.0,0.0,1.2705882444714338,-0.3351558160293431,-0.7751792233368019,-0.5700492493931122
66,AMD Athlon 64 4000+,CPU,2007-02-20,90.0,-0.2348099423324698,0.4186628742036683,227.0,1.0338115113346884,Unknown,AMD,0.0,0.0,0.0,medium <100,2007.0,0.9869565217391304,0.0,0.0,0.0,-0.6181098885887136,-0.3351558160293431,-0.7751792233368019,-0.5700492493931122
67,Intel Pentium III 1400S,CPU,2002-01-08,130.0,-0.6584571465029898,-0.8752301258950586,44.0,-0.089117671289808,Intel,Intel,0.0,0.0,0.0,medium <100,2002.0,0.55,0.0,0.0,0.0,-1.7073472308555468,-0.3351558160293431,-0.7751792233368019,-0.5700492493931122
69,AMD Mobile Athlon 64 3400+,CPU,2005-08-01,130.0,0.0476215271145434,0.0995026008459823,106.0,0.6595017837931896,Unknown,AMD,0.0,0.0,0.0,medium <100,2005.0,0.5492227979274611,0.0,0.0,0.0,-1.1259270481529586,-0.3351558160293431,-0.7751792233368019,-0.5700492493931122
70,Intel Xeon E5-2620 v2,CPU,2013-09-01,22.0,0.0193783801698421,-0.1851538591757375,1400.0,0.5659243519078149,Intel,Intel,0.0,0.0,0.0,medium <100,2013.0,8.75,0.0,0.0,0.0,0.6006214976723376,-0.3351558160293431,-0.7751792233368019,-0.5700492493931122
71,Intel Core i9-10850K,CPU,2020-07-27,14.0,0.6548491864256222,0.211639994187872,624.0,1.9695858301884357,Intel,Intel,0.0,0.0,0.0,high <200,2020.0,3.029126213592233,0.0,0.0,0.0,0.0587896659076023,-0.3351558160293431,-0.7751792233368019,-0.5700492493931122
72,Intel Core i5-11600,CPU,2021-03-16,14.0,-0.1924452219154178,-0.2886652991836356,624.0,1.2209663751054378,Intel,Intel,0.0,0.0,0.0,medium <100,2021.0,4.216216216216216,0.0,0.0,0.0,0.0587896659076023,-0.3351558160293431,-0.7751792233368019,-0.5700492493931122
73,Intel Core i7-3555LE,CPU,2012-06-03,22.0,-0.7573081608094445,-0.547443899203381,624.0,0.9402340794493138,Intel,Intel,0.0,0.0,0.0,low<30,2012.0,5.288135593220339,0.0,0.0,0.0,0.0587896659076023,-0.3351558160293431,-0.7751792233368019,-0.5700492493931122
74,Intel Xeon E3-1220L v2,CPU,2012-05-14,22.0,-0.8702807485882499,-0.2886652991836356,624.0,0.7530792156785643,Intel,Intel,0.0,0.0,0.0,low<30,2012.0,4.216216216216216,0.0,0.0,0.0,0.0587896659076023,-0.3351558160293431,-0.7751792233368019,-0.5700492493931122
75,Intel Core i3-8130U,CPU,2018-02-13,14.0,-0.8985238955329512,-0.5043141325334235,624.0,0.8466566475639391,Intel,Intel,0.0,0.0,0.0,low<30,2018.0,5.073170731707317,0.0,0.0,0.0,0.0587896659076023,-0.3351558160293431,-0.7751792233368019,-0.5700492493931122
76,Intel Xeon Platinum 8260,CPU,2018-12-11,14.0,1.2197121253196488,-0.2886652991836356,8000.0,0.8466566475639391,Intel,Intel,0.0,0.0,0.0,high <200,2018.0,54.054054054054056,0.0,0.0,0.0,1.7702063691027294,-0.3351558160293431,-0.7751792233368019,-0.5700492493931122
77,AMD Athlon 64 3500+,CPU,2005-05-31,90.0,-0.1642020749707165,-0.2196576725117035,154.0,0.6595017837931896,Unknown,AMD,0.0,0.0,0.0,medium <100,2005.0,0.9871794871794872,0.0,0.0,0.0,-0.8771617162097396,-0.3351558160293431,-0.7751792233368019,-0.5700492493931122
78,AMD Ryzen 9 5950X,CPU,2020-11-05,7.0,0.3724177169786088,-0.2886652991836356,624.0,1.782430966417686,TSMC,AMD,0.0,0.0,0.0,high <200,2020.0,4.216216216216216,0.0,0.0,0.0,0.0587896659076023,-0.3351558160293431,-0.7751792233368019,-0.5700492493931122
79,Intel Atom N2600,CPU,2011-12-01,32.0,-1.0538612037288084,-0.9959934725709396,176.0,0.0980371924809413,Intel,Intel,0.0,0.0,0.0,low<30,2011.0,2.6666666666666665,0.0,0.0,0.0,-0.7880693949068435,-0.3351558160293431,-0.7751792233368019,-0.5700492493931122
80,Intel Xeon Platinum 8352M,CPU,2021-04-06,10.0,1.502143594766662,-0.2886652991836356,624.0,0.7530792156785643,Intel,Intel,0.0,0.0,0.0,high <200,2021.0,4.216216216216216,0.0,0.0,0.0,0.0587896659076023,-0.3351558160293431,-0.7751792233368019,-0.5700492493931122
81,AMD EPYC 7763,CPU,2021-03-15,7.0,2.843693074639976,-0.2886652991836356,624.0,0.8934453635066264,TSMC,AMD,0.0,0.0,0.0,,2021.0,4.216216216216216,0.0,0.0,0.0,0.0587896659076023,-0.3351558160293431,-0.7751792233368019,-0.5700492493931122
82,Intel Core i7-8809G,CPU,2018-02-01,14.0,-0.1924452219154178,-0.2886652991836356,624.0,1.501698670761562,Intel,Intel,0.0,0.0,0.0,medium <100,2018.0,4.216216216216216,0.0,0.0,0.0,0.0587896659076023,-0.3351558160293431,-0.7751792233368019,-0.5700492493931122
83,AMD Ryzen Threadripper PRO 3955WX,CPU,2020-07-14,7.0,2.843693074639976,-0.9269858458990076,3800.0,2.25031812584456,TSMC,AMD,0.0,0.0,0.0,,2020.0,51.35135135135136,0.0,0.0,0.0,1.2705882444714338,-0.3351558160293431,-0.7751792233368019,-0.5700492493931122
84,Intel Celeron 2980U,CPU,2013-09-01,22.0,-0.8985238955329512,-0.547443899203381,1400.0,0.0980371924809413,Intel,Intel,0.0,0.0,0.0,low<30,2013.0,11.864406779661016,0.0,0.0,0.0,0.6006214976723376,-0.3351558160293431,-0.7751792233368019,-0.5700492493931122
85,AMD Athlon 64 X2 4000+,CPU,2006-05-23,90.0,0.1464725414209981,0.3324033408637532,154.0,0.4723469200224402,Unknown,AMD,0.0,0.0,0.0,medium <100,2006.0,0.7,0.0,0.0,0.0,-0.8771617162097396,-0.3351558160293431,-0.7751792233368019,-0.5700492493931122
86,Intel Xeon E5-2630L v2,CPU,2013-09-01,22.0,-0.2630530892771712,-0.1851538591757375,1400.0,0.8466566475639391,Intel,Intel,0.0,0.0,0.0,medium <100,2013.0,8.75,0.0,0.0,0.0,0.6006214976723376,-0.3351558160293431,-0.7751792233368019,-0.5700492493931122
87,Intel Core i5-3570,CPU,2012-06-01,22.0,-0.0229863402472098,-0.4180545991935083,624.0,1.782430966417686,Intel,Intel,0.0,0.0,0.0,medium <100,2012.0,4.69172932330827,0.0,0.0,0.0,0.0587896659076023,-0.3351558160293431,-0.7751792233368019,-0.5700492493931122
88,AMD Ryzen 7 3750H,CPU,2019-01-06,12.0,-0.6160924260859378,0.246143807523838,4940.0,0.7530792156785643,GF,AMD,0.0,0.0,0.0,medium <100,2019.0,23.52380952380953,0.0,0.0,0.0,1.4466613265252135,-0.3351558160293431,-0.7751792233368019,-0.5700492493931122
89,Intel A110,CPU,2007-06-01,90.0,-1.0679827772011592,-0.9959934725709396,176.0,-0.6505822626020563,Intel,Intel,0.0,0.0,0.0,low<30,2007.0,2.6666666666666665,0.0,0.0,0.0,-0.7880693949068435,-0.3351558160293431,-0.7751792233368019,-0.5700492493931122
90,AMD Ryzen 5 5500U,CPU,2021-01-12,7.0,-0.7573081608094445,-0.2196576725117035,9800.0,0.5659243519078149,TSMC,AMD,0.0,0.0,0.0,low<30,2021.0,62.82051282051282,0.0,0.0,0.0,1.9064164122426752,-0.3351558160293431,-0.7751792233368019,-0.5700492493931122
91,Intel Core i9-10800F,CPU,2020-04-30,14.0,-0.1924452219154178,-0.2886652991836356,624.0,1.1273889432200632,Intel,Intel,0.0,0.0,0.0,medium <100,2020.0,4.216216216216216,0.0,0.0,0.0,0.0587896659076023,-0.3351558160293431,-0.7751792233368019,-0.5700492493931122
