Unnamed: 0,Product,Type,Release Date,Process Size (nm),TDP (W),Die Size (mm^2),Transistors (million),Freq (MHz),Foundry,Vendor,FP16 GFLOPS,FP32 GFLOPS,FP64 GFLOPS,TDP CATEGORY,year,'Transistor Density (million per mm^2)',FP16 GFLOPS per W,FP32 GFLOPS per W,FP64 GFLOPS per W,Log Transistors (million),Log FP16 GFLOPS,Log FP32 GFLOPS,Log FP64 GFLOPS
2507,NVIDIA GeForce 7300 GS Low Profile,GPU,2006-01-18,90.0,-0.7855513077541458,-0.866604172561067,112.0,-0.9781032742008678,TSMC,NVIDIA,0.0,0.0,0.0,low<30,2006.0,1.382716049382716,0.0,0.0,0.0,-1.0893039505397044,-0.3351558160293431,-0.7751792233368019,-0.5700492493931122
2508,ATI Radeon HD 4570 Rebrand,GPU,2009-11-22,55.0,-0.1924452219154178,-0.4008026925255253,378.0,-0.6543253598774713,TSMC,ATI,0.0,191.0,0.0,medium <100,2009.0,2.8,0.0,2.9384615384615387,0.0,-0.2769834301077219,-0.3351558160293431,0.7969547421083006,-0.5700492493931122
2509,Intel Xeon Phi 5110P,GPU,2012-11-12,22.0,2.067006533660689,1.4537772742826498,5000.0,-0.4138313599320583,Intel,Intel,0.0,505.4,0.0,,2012.0,14.285714285714286,0.0,2.2462222222222223,0.0,1.4547635003828576,-0.3351558160293431,1.0869607111363584,-0.5700492493931122
2510,NVIDIA GeForce 9800S,GPU,2008-07-15,65.0,-0.0512294871919111,0.5049224075435834,505.0,-0.8377371263728057,TSMC,NVIDIA,0.0,192.0,0.0,medium <100,2008.0,2.1041666666666665,0.0,2.56,0.0,-0.082989858631498,-0.3351558160293431,0.7985081335007523,-0.5700492493931122
2511,NVIDIA GeForce 7025 + nForce 630a,GPU,2006-02-01,90.0,-0.1924452219154178,-0.866604172561067,112.0,-1.0014976321722115,Unknown,NVIDIA,0.0,0.0,0.0,,2006.0,1.382716049382716,0.0,0.0,0.0,-1.0893039505397044,-0.3351558160293431,-0.7751792233368019,-0.5700492493931122
2512,AMD Radeon R9 M485X,GPU,2016-05-15,28.0,2.420045870469456,1.591792527626514,5000.0,-0.7226368851537949,TSMC,AMD,2961.0,2961.0,185.1,,2016.0,13.66120218579235,11.844,11.844,0.7404,1.4547635003828576,2.890469002219468,1.6151303464237463,1.8483509424724176
2513,NVIDIA GeForce GTX 480M,GPU,2010-05-25,40.0,0.3018098496168555,2.9978229210671303,3100.0,-1.0014976321722115,TSMC,NVIDIA,0.0,598.4,74.8,medium <100,2010.0,5.860113421550095,0.0,5.984,0.748,1.1339609060752662,-0.3351558160293431,1.1373773750902585,1.432726224270962
2514,NVIDIA GeForce GTX 285 Mac Edition,GPU,2009-01-15,55.0,1.7704534907413247,2.488891674361631,1400.0,-0.7928199590678259,TSMC,NVIDIA,0.0,708.5,88.56,,2009.0,2.978723404255319,0.0,3.4730392156862746,0.4341176470588235,0.6006214976723376,-0.3351558160293431,1.1878027280754888,1.509915778140157
2516,ATI Radeon SDR PCI,GPU,2000-06-01,180.0,-0.7855513077541458,-0.5733217592053556,30.0,-1.243863180755332,TSMC,ATI,0.0,0.0,0.0,low<30,2000.0,0.2608695652173913,0.0,0.0,0.0,-1.9575081079055523,-0.3351558160293431,-0.7751792233368019,-0.5700492493931122
2517,NVIDIA GeForce 9500 GS Rev. 2,GPU,2008-07-29,55.0,-0.5454845587241846,-0.5215660392014065,314.0,-0.9313145582581804,TSMC,NVIDIA,0.0,80.0,0.0,medium <100,2008.0,2.5950413223140494,0.0,2.0,0.0,-0.4011415103026284,-0.3351558160293431,0.538880473651088,-0.5700492493931122
2518,AMD Radeon RX Vega 11,GPU,2019-07-07,14.0,-0.8985238955329512,0.246143807523838,4940.0,-1.11846942202893,GF,AMD,3942.0,1971.0,123.2,low<30,2019.0,23.52380952380953,262.8,131.4,8.213333333333333,1.4466613265252135,3.005908255054854,1.4934811715439114,1.6612238695435058
2519,ATI Mobility Radeon HD 5165,GPU,2010-01-07,55.0,-0.6160924260859378,-0.3059172058516187,514.0,-0.8377371263728057,TSMC,ATI,0.0,384.0,0.0,medium <100,2010.0,3.52054794520548,0.0,10.971428571428572,0.0,-0.0711554432092155,-0.3351558160293431,1.0050022867010586,-0.5700492493931122
2520,ATI Radeon X800 GTO AGP,GPU,2007-11-08,130.0,-0.4183903974730285,0.8585864942372354,160.0,-1.0248919901435551,TSMC,ATI,0.0,0.0,0.0,medium <100,2007.0,0.5693950177935944,0.0,0.0,0.0,-0.8516678818160152,-0.3351558160293431,-0.7751792233368019,-0.5700492493931122
2521,AMD Radeon R5 235X OEM,GPU,2013-12-21,40.0,-0.8561591751158992,-0.9873675192369482,370.0,-0.5803991886880253,TSMC,AMD,0.0,280.0,0.0,low<30,2013.0,5.522388059701493,0.0,15.555555555555555,0.0,-0.291304121614189,-0.3351558160293431,0.9108420201715284,-0.5700492493931122
2522,NVIDIA Quadro Plex 2100 D4,GPU,2008-07-25,65.0,7.927459524686215,1.2295024875988705,754.0,-0.9313145582581804,TSMC,NVIDIA,0.0,320.0,0.0,,2008.0,2.3271604938271606,0.0,0.5,0.0,0.1856344743864468,-0.3351558160293431,0.9506384858930108,-0.5700492493931122
2523,AMD Radeon Pro Duo Polaris,GPU,2017-04-24,14.0,2.420045870469456,0.4359147808716513,5700.0,-0.2360342393498463,GF,AMD,5728.0,5728.0,358.0,,2017.0,24.56896551724138,22.912,22.912,1.432,1.5427006488519084,3.1566648159812942,1.812391477806823,2.1523874853126435
2524,AMD Radeon RX 550X,GPU,2018-12-16,14.0,-0.4042688240006779,-0.6768331992132537,2200.0,-0.3698499669459322,GF,AMD,1211.0,1211.0,75.71,medium <100,2018.0,21.359223300970875,24.22,24.22,1.5141999999999998,0.903845404732356,2.529882033372909,1.3479218113552418,1.4382484400194422
2525,NVIDIA GeForce GTX 1080 Max-Q,GPU,2017-06-27,16.0,1.0078885232343888,1.1432429542589553,7200.0,-0.1920528463637202,TSMC,NVIDIA,117.4,7516.0,234.9,high <200,2017.0,22.929936305732483,0.7826666666666667,50.10666666666667,1.566,1.699491712011944,1.591299853007205,1.893615069950655,1.9580771419126497
2526,AMD Radeon RX 560 Mobile,GPU,2017-01-05,14.0,-0.3336609566389245,-0.5043141325334235,3000.0,-0.4634273988313069,GF,AMD,1887.0,1887.0,117.9,medium <100,2017.0,24.390243902439025,34.30909090909091,34.30909090909091,2.143636363636364,1.1119577249160484,2.70874290991856,1.480464462454676,1.6410436968391549
2527,NVIDIA Quadro M5500 Mobile,GPU,2016-04-08,28.0,1.0078885232343888,1.8678230343142423,5200.0,-0.3324189941917823,TSMC,NVIDIA,0.0,4772.0,149.1,high <200,2016.0,13.06532663316583,0.0,31.813333333333333,0.994,1.4810855143484307,-0.3351558160293431,1.7577992961201163,1.748870408768325
2528,ATI Radeon X600 SE,GPU,2004-09-01,110.0,-0.6019708526135872,-0.9269858458990076,107.0,-1.095075064057586,TSMC,ATI,0.0,0.0,0.0,medium <100,2004.0,1.445945945945946,0.0,0.0,0.0,-1.1196827523840902,-0.3351558160293431,-0.7751792233368019,-0.5700492493931122
2530,AMD FirePro W4000,GPU,2012-08-07,28.0,-0.0512294871919111,0.2633957141918211,2800.0,-0.6271879046307126,TSMC,AMD,0.0,1267.0,79.2,medium <100,2012.0,13.20754716981132,0.0,16.893333333333334,1.056,1.065661756906218,-0.3351558160293431,1.3614285601644032,1.4588363177867472
2531,NVIDIA GeForce GTX 580,GPU,2010-11-09,40.0,2.3353164296353515,2.920189341061207,3000.0,-0.6767839435299613,TSMC,NVIDIA,0.0,1581.0,197.6,,2010.0,5.769230769230769,0.0,6.479508196721311,0.8098360655737704,1.1119577249160484,-0.3351558160293431,1.4275880266146468,1.8784328853364964
2532,NVIDIA GeForce RTX 2060 Max-Q Refresh,GPU,2019-01-29,12.0,0.5136334517021155,2.2732428410118435,10800.0,-0.5008583715854568,TSMC,NVIDIA,9216.0,4608.0,144.0,high <200,2019.0,24.26966292134832,80.13913043478261,40.06956521739131,1.2521739130434784,1.9716319125570845,3.348544386609006,1.7473440729631815,1.7328744839256736
2533,ATI Mobility Radeon HD 5650,GPU,2010-01-07,40.0,-0.8985238955329512,-0.6682072458792622,627.0,-0.9781032742008678,TSMC,ATI,0.0,360.0,0.0,low<30,2010.0,6.028846153846154,0.0,24.0,0.0,0.0620039910659728,-0.3351558160293431,0.9857552904458208,-0.5700492493931122
2534,Intel GMA X4500,GPU,2008-06-01,65.0,-0.9267670424776524,-0.2886652991836356,624.0,-0.9004340057360068,Intel,Intel,0.0,85.28,0.0,low<30,2008.0,4.216216216216216,0.0,6.5600000000000005,0.0,0.0587896659076023,-0.3351558160293431,0.5577636408248215,-0.5700492493931122
2535,AMD Radeon E9550 MXM,GPU,2016-09-27,14.0,0.2312019822551021,0.4359147808716513,5700.0,-0.3511344805688572,GF,AMD,5834.0,5834.0,364.6,medium <100,2016.0,24.56896551724138,61.41052631578948,61.41052631578948,3.8378947368421055,1.5427006488519084,3.164062747301092,1.8178736237557571,2.1608173918841134
2536,Intel HD Graphics 2000,GPU,2011-02-01,32.0,-0.1924452219154178,-0.4353065058614914,504.0,-0.7909484104301184,Intel,Intel,0.0,96.0,0.0,,2011.0,3.84732824427481,0.0,1.476923076923077,0.0,-0.0843177659974642,-0.3351558160293431,0.592783656795195,-0.5700492493931122
2537,ATI Radeon HD 4700,GPU,2010-02-11,55.0,-0.4042688240006779,-0.3059172058516187,514.0,-0.8377371263728057,TSMC,ATI,0.0,384.0,0.0,medium <100,2010.0,3.52054794520548,0.0,7.68,0.0,-0.0711554432092155,-0.3351558160293431,1.0050022867010586,-0.5700492493931122
2538,AMD Radeon HD 8670A,GPU,2013-02-02,28.0,-0.4748766913624311,-0.901107985897033,950.0,-0.8377371263728057,TSMC,AMD,0.0,460.8,28.8,medium <100,2013.0,12.337662337662335,0.0,10.24,0.64,0.3405581047794485,-0.3351558160293431,1.0593919089463038,1.0007187175033794
2539,ATI Xbox 360 GPU 65nm,GPU,2008-08-01,65.0,1.0078885232343888,-0.0040088391619157,232.0,-0.9313145582581804,TSMC,ATI,0.0,240.0,0.0,high <200,2008.0,1.281767955801105,0.0,1.6,0.0,-0.6035484292037909,-0.3351558160293431,0.8649240849014002,-0.5700492493931122
2541,NVIDIA GeForce GTX 1080 11Gbps,GPU,2017-04-20,16.0,1.4315357274049088,1.1432429542589553,7200.0,0.1045876127129176,TSMC,NVIDIA,138.6,8873.0,277.3,high <200,2017.0,22.929936305732483,0.77,49.29444444444445,1.5405555555555557,1.699491712011944,1.657765437386653,1.943241179838168,2.034563881483548
2542,NVIDIA Quadro P3000 Mobile,GPU,2017-01-11,16.0,-0.0512294871919111,1.1432429542589553,7200.0,-0.3810792587721772,TSMC,NVIDIA,48.6,3110.0,97.2,medium <100,2017.0,22.929936305732483,0.648,41.46666666666667,1.296,1.699491712011944,1.2402017480838312,1.6298064510612769,1.552532754179461
2543,NVIDIA GeForce GT 730,GPU,2014-06-18,28.0,-0.5737277056688859,-0.8148484525571179,1020.0,-0.5551332820789742,TSMC,NVIDIA,0.0,692.7,28.86,medium <100,2014.0,11.724137931034482,0.0,18.228947368421053,0.7594736842105263,0.3882332946797056,-0.3351558160293431,1.181068365212918,1.0016494680341734
2544,AMD Radeon R7 A265,GPU,2014-01-09,28.0,-0.1924452219154178,-0.901107985897033,950.0,-0.7207653365160873,TSMC,AMD,0.0,633.6,39.6,,2014.0,12.337662337662335,0.0,9.747692307692308,0.6092307692307692,0.3405581047794485,-0.3351558160293431,1.1544415771548888,1.143824914819361
2545,NVIDIA GeForce FX Go5200 64M,GPU,2003-03-01,150.0,-0.1924452219154178,-0.7803446392211518,45.0,-1.1652581379716171,TSMC,NVIDIA,0.0,0.0,0.0,,2003.0,0.4945054945054945,0.0,0.0,0.0,-1.6925937368663713,-0.3351558160293431,-0.7751792233368019,-0.5700492493931122
2546,NVIDIA GeForce 7600 GS AGP,GPU,2006-07-01,90.0,-0.7290650138647432,-0.4870622258654404,177.0,-1.0248919901435551,TSMC,NVIDIA,0.0,0.0,0.0,low<30,2006.0,1.416,0.0,0.0,0.0,-0.7842876555825941,-0.3351558160293431,-0.7751792233368019,-0.5700492493931122
2547,NVIDIA GeForce RTX 3070 Mobile,GPU,2021-01-12,8.0,0.5136334517021155,1.8160673143102928,17400.0,-0.3604922237573947,Samsung,NVIDIA,15970.0,15970.0,249.6,high <200,2021.0,44.38775510204081,138.8695652173913,138.8695652173913,2.170434782608696,2.291746939090145,3.570372108739796,2.0674414278471125,1.986049678913687
2548,ATI FireMV 2260,GPU,2008-01-01,55.0,-0.8985238955329512,-0.9873675192369482,181.0,-0.9313145582581804,TSMC,ATI,0.0,40.0,0.0,low<30,2008.0,2.701492537313433,0.0,2.6666666666666665,0.0,-0.7693702204631407,-0.3351558160293431,0.3352797245219083,-0.5700492493931122
2549,NVIDIA GeForce 6100 + nForce 420,GPU,2004-10-11,90.0,-0.1924452219154178,-0.2886652991836356,624.0,-1.0014976321722115,Unknown,NVIDIA,0.0,0.0,0.0,,2004.0,4.216216216216216,0.0,0.0,0.0,0.0587896659076023,-0.3351558160293431,-0.7751792233368019,-0.5700492493931122
2550,NVIDIA GeForce 6100 + nForce 430,GPU,2004-10-11,90.0,-0.1924452219154178,-0.2886652991836356,624.0,-1.0014976321722115,Unknown,NVIDIA,0.0,0.0,0.0,,2004.0,4.216216216216216,0.0,0.0,0.0,0.0587896659076023,-0.3351558160293431,-0.7751792233368019,-0.5700492493931122
2551,NVIDIA GeForce GTX 560 Ti OEM,GPU,2011-03-30,40.0,1.855182931575429,2.920189341061207,3000.0,-0.7142149162841112,TSMC,NVIDIA,0.0,1031.0,128.8,,2011.0,5.769230769230769,0.0,4.90952380952381,0.6133333333333334,1.1119577249160484,-0.3351558160293431,1.2998462500975407,1.6816313710591484
2552,AMD Radeon R5 A255,GPU,2014-01-01,28.0,-0.1924452219154178,-0.4870622258654404,1550.0,-0.5336104727453379,TSMC,AMD,0.0,721.9,0.0,,2014.0,12.4,0.0,11.106153846153846,0.0,0.6688974703519726,-0.3351558160293431,1.1933976470664778,-0.5700492493931122
2553,ATI Radeon X1650 GT,GPU,2007-05-01,80.0,-0.1924452219154178,0.4186628742036683,330.0,-1.0248919901435551,TSMC,ATI,0.0,0.0,0.0,,2007.0,1.434782608695652,0.0,0.0,0.0,-0.3678835900723938,-0.3351558160293431,-0.7751792233368019,-0.5700492493931122
2554,NVIDIA GRID M60-2Q,GPU,2015-08-30,28.0,2.067006533660689,1.8678230343142423,5200.0,-0.8779754220835169,TSMC,NVIDIA,0.0,4825.0,150.8,,2015.0,13.06532663316583,0.0,21.444444444444443,0.6702222222222223,1.4810855143484307,-0.3351558160293431,1.7611014319874736,1.7540818223856052
2555,NVIDIA TITAN X Pascal,GPU,2016-08-02,16.0,2.420045870469456,2.497517627695623,11800.0,-0.0732095078692943,TSMC,NVIDIA,171.5,10970.0,342.9,,2016.0,25.05307855626327,0.686,43.88,1.3716,2.0310687296026213,1.7431577841357702,2.00667374621631,2.132502953477378
2556,AMD FirePro W8100,GPU,2014-06-23,28.0,1.996398666298936,2.212861167673903,6200.0,-0.6281236789495664,TSMC,AMD,0.0,4219.0,2109.0,,2014.0,14.155251141552512,0.0,19.17727272727273,9.586363636363636,1.5991325305142088,-0.3351558160293431,1.720977117254327,2.8042801306303065
2557,ATI Mobility Radeon 9600 PRO Turbo,GPU,2004-02-13,130.0,-0.1924452219154178,-0.7717186858871604,76.0,-1.0838457722313413,TSMC,ATI,0.0,0.0,0.0,,2004.0,0.8260869565217391,0.0,0.0,0.0,-1.3467863020878563,-0.3351558160293431,-0.7751792233368019,-0.5700492493931122
2558,NVIDIA Quadro FX 5600,GPU,2007-03-05,90.0,1.3044415661537527,2.609655021037512,681.0,-0.8377371263728057,TSMC,NVIDIA,0.0,345.6,0.0,high <200,2007.0,1.4070247933884297,0.0,2.0210526315789474,0.0,0.1173756358318831,-0.3351558160293431,0.9735829166899638,-0.5700492493931122
2559,NVIDIA P106-090,GPU,2017-07-31,16.0,-0.0512294871919111,0.1598842741839229,4400.0,-0.1321632899570804,TSMC,NVIDIA,36.74,2352.0,73.49,medium <100,2017.0,22.0,0.4898666666666667,31.36,0.9798666666666666,1.368972763826313,1.1299303763760116,1.546302184248908,1.4246591258562744
2560,NVIDIA Quadro FX Go1400,GPU,2005-02-25,130.0,-0.1924452219154178,0.3755331075337108,222.0,-1.1418637800002736,TSMC,NVIDIA,0.0,0.0,0.0,,2005.0,0.9866666666666668,0.0,0.0,0.0,-0.632994244641777,-0.3351558160293431,-0.7751792233368019,-0.5700492493931122
2561,NVIDIA GeForce Go 7300T,GPU,2006-02-01,90.0,-0.1924452219154178,-0.866604172561067,112.0,-1.0716807060862426,TSMC,NVIDIA,0.0,0.0,0.0,,2006.0,1.382716049382716,0.0,0.0,0.0,-1.0893039505397044,-0.3351558160293431,-0.7751792233368019,-0.5700492493931122
2562,AMD Radeon R7 Graphics,GPU,2014-02-17,28.0,0.1605941148933488,0.548052174213541,2410.0,-0.7254442081103561,GF,AMD,0.0,553.0,34.56,medium <100,2014.0,9.83673469387755,0.0,6.144444444444445,0.384,0.96501691450684,-0.3351558160293431,1.113824659041375,1.082490542601484
2563,NVIDIA GeForce GT 325M,GPU,2010-01-10,40.0,-0.7855513077541458,-0.7027110592152283,486.0,-0.9781032742008678,TSMC,NVIDIA,0.0,95.04,0.0,low<30,2010.0,4.86,0.0,4.132173913043479,0.0,-0.1086805714412362,-0.3351558160293431,0.5898094706130099,-0.5700492493931122
2564,NVIDIA RTX A5000,GPU,2021-04-12,8.0,2.1376144010224425,3.8517923011322894,28300.0,-0.3043457646261699,Samsung,NVIDIA,27770.0,27770.0,867.8,,2021.0,45.06369426751592,120.7391304347826,120.7391304347826,3.7730434782608695,2.618225824218213,3.770988630509134,2.0674414278471125,2.56135094665896
2565,ATI Radeon Xpress 1200 IGP,GPU,2007-02-28,80.0,-0.1924452219154178,-0.9356117992329992,120.0,-1.0248919901435551,Unknown,ATI,0.0,0.0,0.0,,2007.0,1.643835616438356,0.0,0.0,0.0,-1.043388144405902,-0.3351558160293431,-0.7751792233368019,-0.5700492493931122
2566,NVIDIA GeForce 7900 GT,GPU,2006-03-09,90.0,-0.4325119709453792,0.1253804608479569,278.0,-0.9781032742008678,TSMC,NVIDIA,0.0,0.0,0.0,medium <100,2006.0,1.4183673469387754,0.0,0.0,0.0,-0.4826058295812638,-0.3351558160293431,-0.7751792233368019,-0.5700492493931122
2567,AMD Radeon R8 M535DX,GPU,2017-04-18,28.0,-0.1924452219154178,-0.4870622258654404,1550.0,-0.6692977489791313,TSMC,AMD,570.2,570.2,35.64,,2017.0,12.4,8.772307692307693,8.772307692307693,0.5483076923076923,0.6688974703519726,2.2263151817448965,1.1229673323335752,1.0963352600787353
2568,NVIDIA Quadro K2200,GPU,2014-07-22,28.0,-0.1500805014983658,-0.2886652991836356,1870.0,-0.4203817801640345,TSMC,NVIDIA,0.0,1439.0,44.96,medium <100,2014.0,12.635135135135137,0.0,21.16176470588235,0.6611764705882353,0.7948072605749029,-0.3351558160293431,1.399465491338055,1.201205991700336
2569,NVIDIA GeForce GT 720M,GPU,2013-12-25,28.0,-0.6443355730306392,-0.8148484525571179,1020.0,-0.7263799824292099,TSMC,NVIDIA,0.0,291.1,12.13,medium <100,2013.0,11.724137931034482,0.0,8.821212121212122,0.3675757575757576,0.3882332946797056,-0.3351558160293431,0.9224267932796418,0.6214546385064552
2570,AMD FirePro S7100X,GPU,2016-05-25,28.0,0.3018098496168555,1.591792527626514,5000.0,-0.7207653365160873,TSMC,AMD,2970.0,2970.0,185.6,medium <100,2016.0,13.66120218579235,29.7,29.7,1.856,1.4547635003828576,2.891693248640707,1.616037559165873,1.8495925262140176
2571,NVIDIA Quadro 4000,GPU,2010-11-02,40.0,0.8949159354555835,2.9978229210671303,3100.0,-0.954708916229524,TSMC,NVIDIA,0.0,486.4,243.2,high <200,2010.0,5.860113421550095,0.0,3.425352112676056,1.712676056338028,1.1339609060752662,-0.3351558160293431,1.0755253949242904,1.9740784248188263
2572,AMD Radeon HD 8860 OEM,GPU,2013-01-08,28.0,1.3609278600431554,0.2633957141918211,2800.0,-0.5336104727453379,TSMC,AMD,0.0,2368.0,148.0,high <200,2013.0,13.20754716981132,0.0,13.531428571428572,0.8457142857142858,1.065661756906218,-0.3351558160293431,1.5483286361929225,1.7454667706802836
2573,NVIDIA GeForce 8800 GTS 640,GPU,2006-11-08,90.0,0.909037508927934,2.609655021037512,681.0,-0.9191494921130816,TSMC,NVIDIA,0.0,228.1,0.0,high <200,2006.0,1.4070247933884297,0.0,1.5951048951048952,0.0,0.1173756358318831,-0.3351558160293431,0.8497818441627942,-0.5700492493931122
2574,NVIDIA Tesla K20m,GPU,2013-01-05,28.0,2.067006533660689,3.273853427754859,7080.0,-0.7385450485743086,TSMC,NVIDIA,0.0,3524.0,1175.0,,2013.0,12.620320855614974,0.0,15.662222222222224,5.222222222222222,1.6882113969059636,-0.3351558160293431,1.6671657749373057,2.7014500440540807
2575,AMD Radeon HD 6250 IGP,GPU,2012-10-09,40.0,-1.0114964833117566,-0.918359892565016,450.0,-1.1409280056814195,TSMC,AMD,0.0,44.16,0.0,low<30,2012.0,6.0,0.0,6.308571428571428,0.0,-0.1602309465090898,-0.3351558160293431,0.3641776123786194,-0.5700492493931122
2576,NVIDIA Quadro NVS 135M,GPU,2007-05-09,80.0,-0.9691317628947044,-0.4698103191974574,210.0,-1.0248919901435551,TSMC,NVIDIA,0.0,25.6,0.0,low<30,2007.0,1.653543307086614,0.0,2.56,0.0,-0.670123908822026,-0.3351558160293431,0.2059023744507273,-0.5700492493931122
2577,Intel Xeon Phi 7120P,GPU,2013-06-17,22.0,3.126124544086989,1.4537772742826498,5000.0,-0.2407131109441151,Intel,Intel,0.0,650.5,0.0,,2013.0,14.285714285714286,0.0,2.168333333333333,0.0,1.4547635003828576,-0.3351558160293431,1.1623007639735077,-0.5700492493931122
2578,NVIDIA GeForce RTX 2080 SUPER Mobile,GPU,2020-04-02,12.0,1.0078885232343888,3.1358381744109947,13600.0,-0.1218697724496892,TSMC,NVIDIA,19170.0,9585.0,299.5,high <200,2020.0,24.95412844036697,127.8,63.9,1.9966666666666664,2.1263597263669696,3.6440655002212345,1.966319513097075,2.070078135731849
2579,NVIDIA Jetson TX1 GPU,GPU,2015-01-04,20.0,-0.8985238955329512,-0.547443899203381,2000.0,-0.4634273988313069,TSMC,NVIDIA,1024.0,512.0,16.0,low<30,2015.0,16.949152542372882,68.26666666666667,34.13333333333333,1.0666666666666669,0.8398982808201713,2.4622596208743217,1.090832806295427,0.7409861785156922
2580,AMD Radeon R7 M260X,GPU,2015-12-06,28.0,-0.1924452219154178,-0.901107985897033,950.0,-0.8190216399957309,TSMC,AMD,0.0,549.1,0.0,,2015.0,12.337662337662335,0.0,8.447692307692307,0.0,0.3405581047794485,-0.3351558160293431,1.111712149639,-0.5700492493931122
2581,NVIDIA GeForce GT 1030,GPU,2017-05-17,14.0,-0.6867002934476912,-0.9269858458990076,1800.0,-0.2500708541326525,Samsung,NVIDIA,17.62,1127.0,35.23,low<30,2017.0,24.324324324324323,0.5873333333333334,37.56666666666667,1.1743333333333332,0.7692115743275925,0.8448463730917972,1.32644396517143,1.0911280534082737
2582,AMD Radeon R5 M230 Rebrand,GPU,2014-05-31,28.0,-0.1924452219154178,-1.0822530059108548,690.0,-0.6692977489791313,TSMC,AMD,0.0,544.0,34.0,,2014.0,12.321428571428571,0.0,8.36923076923077,0.5230769230769231,0.1261759258842844,-0.3351558160293431,1.1089269252842175,1.0751453410312877
2583,NVIDIA GeForce FX 5900 Ultra,GPU,2003-10-23,130.0,-0.2771746627495218,0.2202659475218635,135.0,-0.9781032742008678,TSMC,NVIDIA,0.0,0.0,0.0,medium <100,2003.0,0.6521739130434783,0.0,0.0,0.0,-0.964942143344282,-0.3351558160293431,-0.7751792233368019,-0.5700492493931122
2584,ATI Mobility Radeon HD 5670 Mac Edition,GPU,2010-04-22,40.0,-0.8985238955329512,-0.6682072458792622,627.0,-0.7909484104301184,TSMC,ATI,0.0,520.0,0.0,low<30,2010.0,6.028846153846154,0.0,34.666666666666664,0.0,0.0620039910659728,-0.3351558160293431,1.0954600115165498,-0.5700492493931122
2585,AMD Radeon HD 7340 IGP,GPU,2012-06-06,40.0,-0.8561591751158992,-0.918359892565016,450.0,-0.9097917489245444,TSMC,AMD,0.0,83.68,0.0,low<30,2012.0,6.0,0.0,4.648888888888889,0.0,-0.1602309465090898,-0.3351558160293431,0.5521663380346398,-0.5700492493931122
2586,AMD Radeon RX 460 Mobile,GPU,2016-08-08,14.0,-0.3336609566389245,-0.5043141325334235,3000.0,-0.4634273988313069,GF,AMD,2115.0,2115.0,132.2,medium <100,2016.0,24.390243902439025,38.45454545454545,38.45454545454545,2.403636363636364,1.1119577249160484,2.754748561882266,1.5145563845932282,1.693596365720884
2587,NVIDIA Quadro 1000M,GPU,2011-01-13,40.0,-0.4748766913624311,-0.564695805871364,585.0,-0.744159694487431,TSMC,NVIDIA,0.0,268.8,22.4,medium <100,2011.0,5.043103448275862,0.0,5.973333333333334,0.4977777777777777,0.0155393316786978,-0.3351558160293431,0.8986794711002682,0.8888414581613924
2588,AMD Radeon Vega 8 Mobile,GPU,2021-01-12,7.0,-0.4748766913624311,-0.2196576725117035,9800.0,-1.11846942202893,TSMC,AMD,4096.0,2048.0,128.0,medium <100,2021.0,62.82051282051282,91.02222222222224,45.51111111111111,2.844444444444445,1.9064164122426752,3.021368563046053,1.5049349925851885,1.6787705397961907
2589,NVIDIA Quadro FX 4400,GPU,2005-07-28,130.0,0.0617431005868941,0.9103422142411846,222.0,-1.048286348114899,TSMC,NVIDIA,0.0,0.0,0.0,medium <100,2005.0,0.7735191637630662,0.0,0.0,0.0,-0.632994244641777,-0.3351558160293431,-0.7751792233368019,-0.5700492493931122
2590,ATI Radeon HD 2400 PRO PCI,GPU,2007-06-28,65.0,-0.8279160281711978,-0.832100359225101,180.0,-0.9079202002868368,TSMC,ATI,0.0,42.0,0.0,low<30,2007.0,2.117647058823529,0.0,2.1,0.0,-0.773068615243629,-0.3351558160293431,0.349521805251503,-0.5700492493931122
2591,NVIDIA GeForce 6800 GT,GPU,2004-06-08,130.0,-0.1642020749707165,0.9103422142411846,222.0,-1.0716807060862426,TSMC,NVIDIA,0.0,0.0,0.0,medium <100,2004.0,0.7735191637630662,0.0,0.0,0.0,-0.632994244641777,-0.3351558160293431,-0.7751792233368019,-0.5700492493931122
2592,NVIDIA Quadro FX 4400G,GPU,2005-07-28,130.0,0.0617431005868941,0.9103422142411846,222.0,-1.048286348114899,TSMC,NVIDIA,0.0,0.0,0.0,medium <100,2005.0,0.7735191637630662,0.0,0.0,0.0,-0.632994244641777,-0.3351558160293431,-0.7751792233368019,-0.5700492493931122
2593,NVIDIA GeForce RTX 2060,GPU,2019-01-07,12.0,1.1491042579578954,2.2732428410118435,10800.0,-0.1218697724496892,TSMC,NVIDIA,12900.0,6451.0,201.6,high <200,2019.0,24.26966292134832,80.625,40.31875,1.26,1.9716319125570845,3.484231746329662,1.847930607293914,1.8876602695092823
2594,ATI Radeon HD 5670 640SP Edition,GPU,2010-07-18,40.0,-0.2065667953877685,-0.1333981391717884,1040.0,-0.6973709785447437,TSMC,ATI,0.0,960.0,0.0,medium <100,2010.0,6.265060240963855,0.0,15.0,0.0,0.4012551764582283,-0.3351558160293431,1.2785317318067444,-0.5700492493931122
